GOME2_PK_SIF,GOME2_JJ_SIF,OCO2SIF,GOSIF,ELEVATION,BCCMASS,TA,RF,SW,VPD,Ndepo,LAI,longitude,latitude,Region,randomNum
4146,8631,86,102,266,10704,29910,2152,14940,66,23057484,58,-53.3861229628075,-4.19262745781211,1,0.728439056549875
4130,8689,82,97,189,11058,29913,2109,15133,75,23725547,58,-53.3861229628075,-4.75164445218705,1,0.814287533513339
4231,8872,81,96,208,11694,29901,2019,15317,77,24632453,58,-53.3861229628075,-5.310661446562,1,0.740082761915634
4450,9219,84,98,243,12795,29886,1991,15486,77,26460235,59,-53.3861229628075,-5.86967844093695,1,0.644516996640479
4714,9729,85,100,258,14254,29875,1931,15676,78,28468387,60,-53.3861229628075,-6.4286954353119,1,0.099002174406018
4875,9995,87,102,257,15005,29878,1993,15696,80,29835257,60,-53.3861229628075,-6.98771242968684,1,0.999398664306909
4967,10163,89,102,270,14304,29878,2039,15721,79,32696049,61,-53.3861229628075,-7.54672942406179,1,0.418095871608347
4966,10258,88,100,354,14719,29867,1960,15838,78,35336645,61,-53.3861229628075,-8.10574641843674,1,0.0759802544080475
4885,10222,86,98,324,15405,29865,1979,15828,79,36504660,60,-53.3861229628075,-8.66476341281169,1,0.741252918838998
4903,10317,87,98,335,15905,29868,1816,15949,84,36680488,61,-53.3861229628075,-9.22378040718663,1,0.9997090091632
4826,10305,86,96,341,16071,29864,1858,15979,88,37078796,60,-53.3861229628075,-9.78279740156158,1,0.548969223676911
4722,10308,83,93,369,15567,29869,1836,15993,89,38417226,60,-53.3861229628075,-10.3418143959365,1,0.593139899485688
4579,10227,81,90,369,15202,29893,1793,16085,94,39586807,60,-53.3861229628075,-10.9008313903115,1,0.15441171989295
4526,10273,80,90,326,15108,29897,1712,16119,94,42897422,59,-53.3861229628075,-11.4598483846864,1,0.636650239929757
4504,10319,80,90,333,14415,29906,1654,16114,97,44445331,59,-53.3861229628075,-12.0188653790614,1,0.546074023483523
4433,10293,78,87,327,13950,29890,1681,16153,97,44206191,59,-53.3861229628075,-12.5778823734363,1,0.28441487528726
4286,10067,75,84,352,13346,29877,1605,16282,99,42888981,57,-53.3861229628075,-13.1368993678113,1,0.657725700937209
3283,6750,66,79,124,4419,29848,2407,14771,50,10255686,49,-52.8271059684325,4.75164445218705,1,0.994227699790613
3345,6957,70,83,149,4422,29835,2193,14413,52,11465950,50,-52.8271059684325,4.19262745781211,1,0.509887678347905
3371,7043,73,85,178,4509,29854,2017,14564,62,12684375,51,-52.8271059684325,3.63361046343716,1,0.20523838023417
3572,7351,78,89,228,4627,29863,2015,14613,66,13255737,52,-52.8271059684325,3.07459346906221,1,0.63243683712244
3623,7515,81,92,215,4619,29877,1943,14690,70,14100499,53,-52.8271059684325,2.51557647468726,1,0.683085358697129
3486,7381,77,90,289,4791,29875,1940,14832,75,14815256,53,-52.8271059684325,1.95655948031232,1,0.455128351431405
3338,7189,74,88,283,5020,29880,1833,14923,77,15169584,51,-52.8271059684325,1.39754248593737,1,0.0844421846938872
3378,7317,76,90,340,5320,29806,1794,15192,71,15831640,53,-52.8271059684325,0.838525491562421,1,0.990490516856405
3547,7592,80,95,275,5437,29882,1648,15255,78,16434764,56,-52.8271059684325,0.279508497187474,1,0.0393494597426267
3568,7652,80,94,208,5701,29923,1624,15166,80,16735723,55,-52.8271059684325,-0.279508497187474,1,0.741321446751044
3651,7750,81,93,276,6081,29946,1790,15235,75,17764115,57,-52.8271059684325,-0.838525491562421,1,0.586935238597952
3532,7472,77,90,202,6526,29975,2024,15244,73,18620771,55,-52.8271059684325,-1.39754248593737,1,0.95661075071667
3635,7670,81,95,49,7217,29958,2242,15051,65,18474815,52,-52.8271059684325,-1.95655948031232,1,0.399870804171975
3815,7960,86,98,135,8609,29923,2228,14934,62,23028675,53,-52.8271059684325,-2.51557647468726,1,0.513641959259784
3888,8128,87,101,171,9499,29916,2165,15033,65,23426872,55,-52.8271059684325,-3.07459346906221,1,0.793339899598101
4124,8465,88,102,151,10362,29921,2095,15079,68,23220059,58,-52.8271059684325,-3.63361046343716,1,0.395412039163756
4094,8566,88,102,178,10898,29917,2064,15047,68,22873767,58,-52.8271059684325,-4.19262745781211,1,0.160659211931647
4086,8606,83,98,191,11242,29911,2008,15187,76,23087628,58,-52.8271059684325,-4.75164445218705,1,0.569452882273108
4154,8762,81,95,201,11798,29920,2009,15373,78,24072700,58,-52.8271059684325,-5.310661446562,1,0.597164924629109
4537,9390,85,100,237,12740,29932,1843,15587,82,25966889,60,-52.8271059684325,-5.86967844093695,1,0.820855231477128
4849,9911,88,104,272,14179,29887,2037,15638,77,28226028,61,-52.8271059684325,-6.4286954353119,1,0.993382338868968
5038,10255,91,106,295,14938,29879,2124,15762,78,29972768,61,-52.8271059684325,-6.98771242968684,1,0.342612253412438
5137,10444,93,107,305,14393,29904,1872,16013,82,32575733,62,-52.8271059684325,-7.54672942406179,1,0.00062103061560892
5055,10385,90,103,297,14931,29917,1876,16200,89,36160983,61,-52.8271059684325,-8.10574641843674,1,0.0630479727428631
5047,10465,90,101,312,16045,29899,2012,16131,84,36983844,61,-52.8271059684325,-8.66476341281169,1,0.465958849900095
4949,10396,88,99,306,16899,29879,1918,16100,87,36822385,61,-52.8271059684325,-9.22378040718663,1,0.987232253949853
4762,10213,84,93,328,16963,29912,1777,16084,94,35659704,60,-52.8271059684325,-9.78279740156158,1,0.0395442951482512
4609,10085,81,90,339,16214,29913,1814,16142,100,36702607,60,-52.8271059684325,-10.3418143959365,1,0.36657350864104
4651,10363,81,91,331,15428,29918,1743,16248,108,37550126,60,-52.8271059684325,-10.9008313903115,1,0.170030034690049
4526,10267,80,89,315,15283,29895,1787,16183,101,38783940,60,-52.8271059684325,-11.4598483846864,1,0.866659385034835
4496,10350,80,89,307,14697,29908,1702,16166,106,39891657,59,-52.8271059684325,-12.0188653790614,1,0.638185049518881
4360,10190,77,86,312,13806,29897,1646,16239,104,40211019,58,-52.8271059684325,-12.5778823734363,1,0.887071242211081
4311,10149,76,84,335,13109,29886,1606,16354,104,40728204,57,-52.8271059684325,-13.1368993678113,1,0.76485919793358
3384,6849,67,80,60,4461,29867,2754,14655,47,7426028,50,-52.2680889740576,4.75164445218705,1,0.485278698463285
3368,6991,70,82,100,4507,29847,2467,14369,49,11016349,50,-52.2680889740576,4.19262745781211,1,0.0684724956588779
3319,6984,71,83,126,4625,29849,2134,14348,58,12163612,50,-52.2680889740576,3.63361046343716,1,0.517868047606801
3391,7084,73,85,138,4768,29856,2106,14414,62,12751345,51,-52.2680889740576,3.07459346906221,1,0.406165462934895
3487,7267,76,89,147,4697,29859,2083,14473,65,14058571,52,-52.2680889740576,2.51557647468726,1,0.581704571032391
3452,7282,75,88,177,4863,29868,1969,14716,70,15420390,53,-52.2680889740576,1.95655948031232,1,0.966366422227058
3321,7088,73,87,188,5152,29887,1943,14803,74,16088051,52,-52.2680889740576,1.39754248593737,1,0.962553314856876
3305,7101,72,87,255,5439,29867,1833,14889,71,17002965,51,-52.2680889740576,0.838525491562421,1,0.998397408757694
3434,7348,76,92,331,5582,29863,1823,14954,69,17415844,53,-52.2680889740576,0.279508497187474,1,0.513527424381051
3587,7585,80,94,175,5741,29885,1793,15064,71,17621635,54,-52.2680889740576,-0.279508497187474,1,0.722004078166249
3507,7423,78,91,98,6061,29957,1841,15200,71,18466643,53,-52.2680889740576,-0.838525491562421,1,0.145834566823243
3545,7435,78,91,88,6360,29989,1970,15079,70,17624895,52,-52.2680889740576,-1.39754248593737,1,0.186842804683432
3650,7589,81,95,10,6979,29977,2315,15078,64,17577990,53,-52.2680889740576,-1.95655948031232,1,0.237704490493829
3918,8067,88,100,94,8580,29950,2277,15217,61,20566142,54,-52.2680889740576,-2.51557647468726,1,0.919624783537558
4029,8281,88,101,133,9612,29935,2150,15268,65,23069394,55,-52.2680889740576,-3.07459346906221,1,0.0816603534305197
3967,8240,86,101,187,10774,29912,2213,14956,66,23293401,57,-52.2680889740576,-3.63361046343716,1,0.695914454723707
3933,8277,84,99,178,11183,29897,2144,14919,71,23965029,57,-52.2680889740576,-4.19262745781211,1,0.188683243246112
4003,8456,82,97,194,11435,29896,2012,15194,77,24681533,57,-52.2680889740576,-4.75164445218705,1,0.817070262388322
4075,8629,79,94,208,11971,29900,1875,15382,79,25416722,58,-52.2680889740576,-5.310661446562,1,0.324381102450982
4416,9187,83,98,211,12721,29878,2017,15556,78,26902159,59,-52.2680889740576,-5.86967844093695,1,0.800401762744819
5267,10624,95,109,308,14328,29889,1920,15888,78,28271822,62,-52.2680889740576,-6.98771242968684,1,0.81593844357999
5107,10431,92,107,272,14378,29844,1945,16064,82,32960518,62,-52.2680889740576,-7.54672942406179,1,0.31704451376379
5035,10355,90,104,290,14516,29860,2015,15965,87,35873065,62,-52.2680889740576,-8.10574641843674,1,0.203282011547882
4888,10198,86,98,294,15941,29874,2133,16005,87,35508699,61,-52.2680889740576,-8.66476341281169,1,0.161479095560102
4952,10399,88,97,298,17316,29912,1734,16155,94,34995675,61,-52.2680889740576,-9.22378040718663,1,0.911362114848451
4747,10155,83,91,297,17030,29940,1676,16134,103,34839144,60,-52.2680889740576,-9.78279740156158,1,0.707277336123805
4738,10228,82,90,315,16139,29943,1662,16181,109,35736469,60,-52.2680889740576,-10.3418143959365,1,0.120678233033474
4685,10372,82,90,319,15457,29930,1759,16429,110,36124345,59,-52.2680889740576,-10.9008313903115,1,0.640382662345188
4488,10249,79,87,319,15123,29911,1759,16281,108,36951544,59,-52.2680889740576,-11.4598483846864,1,0.148949886900017
4441,10244,78,87,317,14483,29934,1551,16320,116,37868121,59,-52.2680889740576,-12.0188653790614,1,0.0815010227420948
4286,10056,75,84,331,13658,29911,1633,16407,114,38558035,57,-52.2680889740576,-12.5778823734363,1,0.744787217791482
4249,10112,75,82,336,13011,29910,1613,16447,116,39960140,52,-52.2680889740576,-13.1368993678113,1,0.192910536579785
3626,7219,72,85,70,4558,29882,2695,14472,49,8282788,51,-51.7090719796826,4.19262745781211,1,0.000707389718338725
3411,7089,71,84,110,4634,29847,2415,14200,54,11766711,49,-51.7090719796826,3.63361046343716,1,0.0216316522890215
3475,7227,72,85,122,4783,29840,2310,14192,55,12348160,49,-51.7090719796826,3.07459346906221,1,0.402197830883389
3392,7104,71,85,164,4775,29832,2239,14181,56,13935145,49,-51.7090719796826,2.51557647468726,1,0.591109603080821
3339,7075,72,86,185,5003,29846,2126,14534,63,15702293,51,-51.7090719796826,1.95655948031232,1,0.0471335671913645
3424,7232,72,86,174,5290,29873,2041,14688,68,16565788,53,-51.7090719796826,1.39754248593737,1,0.00316743279886811
3468,7335,73,87,164,5526,29890,2015,14694,68,17621710,53,-51.7090719796826,0.838525491562421,1,0.576378356561881
3449,7262,73,87,187,5568,29901,1972,14773,68,17878506,52,-51.7090719796826,0.279508497187474,1,0.350545831397845
3690,7646,79,90,186,5666,29922,1948,15097,68,18006232,54,-51.7090719796826,-0.279508497187474,1,0.162301921925945
3814,7767,82,92,82,5900,29976,1932,14966,67,17079495,53,-51.7090719796826,-0.838525491562421,1,0.623241383872905
3582,7413,78,90,23,6278,29979,2181,15126,64,18889762,53,-51.7090719796826,-1.39754248593737,1,0.551040146852258
3560,7416,79,92,12,6960,29962,2312,15241,66,21039399,54,-51.7090719796826,-1.95655948031232,1,0.849422546965636
3613,7503,80,93,61,8519,29971,2337,15275,66,22926378,54,-51.7090719796826,-2.51557647468726,1,0.401394772326163
3639,7574,81,94,102,9699,29962,2305,15249,66,23729295,55,-51.7090719796826,-3.07459346906221,1,0.0540217297625327
3805,7985,83,98,138,11079,29924,2244,14909,68,24042789,56,-51.7090719796826,-3.63361046343716,1,0.99814358043018
3927,8205,83,98,211,11498,29903,2123,14887,73,24450117,57,-51.7090719796826,-4.19262745781211,1,0.0432576637164358
3978,8386,81,95,230,11825,29898,1910,15189,78,25171772,57,-51.7090719796826,-4.75164445218705,1,0.125974661089008
4247,8883,83,98,233,12246,29898,1792,15368,79,25845516,59,-51.7090719796826,-5.310661446562,1,0.458124771736448
4581,9455,88,104,234,12679,29869,1745,15449,76,27208556,60,-51.7090719796826,-5.86967844093695,1,0.802323667645884
4865,9859,85,100,244,12839,29877,1840,15880,76,28830650,61,-51.7090719796826,-6.4286954353119,1,0.403747845041721
5180,10485,94,108,290,13676,29889,1951,16024,78,30144955,62,-51.7090719796826,-6.98771242968684,1,0.754779042049327
5119,10423,91,105,309,14261,29869,1831,16049,81,32960377,62,-51.7090719796826,-7.54672942406179,1,0.339802603872551
4974,10247,88,100,379,14682,29776,2118,15903,80,35478848,61,-51.7090719796826,-8.10574641843674,1,0.343943667272615
5026,10395,88,99,379,15587,29826,1898,15984,86,35971301,61,-51.7090719796826,-8.66476341281169,1,0.612137208272132
4392,10022,78,85,337,15024,29966,1707,16451,118,36548590,57,-51.7090719796826,-11.4598483846864,1,0.940607583300579
4321,10106,76,85,322,13930,29945,1686,16494,121,37556602,58,-51.7090719796826,-12.0188653790614,1,0.177158511146568
4294,10111,75,84,329,13474,29956,1614,16591,126,38323622,58,-51.7090719796826,-12.5778823734363,1,0.117559539490436
3365,6746,71,82,43,4634,29905,3252,12581,50,9455754,53,-51.1500549853077,3.63361046343716,1,0.458720781830833
3540,7311,73,84,89,4783,29890,3400,13410,51,10736791,50,-51.1500549853077,3.07459346906221,1,0.976384352164793
3464,7206,71,83,145,4775,29887,3319,14902,49,13688291,49,-51.1500549853077,2.51557647468726,1,0.793502632897225
3462,7265,72,84,197,5003,29865,2789,14371,53,16266099,50,-51.1500549853077,1.95655948031232,1,0.157043535595677
3472,7278,72,85,172,5290,29880,2592,14273,57,17521263,52,-51.1500549853077,1.39754248593737,1,0.790027567695258
3616,7543,76,88,153,5526,29907,2521,14873,60,18859200,54,-51.1500549853077,0.838525491562421,1,0.717189844036508
3544,7355,72,84,113,5568,29939,2501,14276,62,18592554,54,-51.1500549853077,0.279508497187474,1,0.305594798203262
3740,7689,59,90,74,5666,29961,2650,13433,59,12465866,53,-51.1500549853077,-0.279508497187474,1,0.14357594260409
3718,7622,69,91,18,5900,29958,2396,14763,60,16080421,54,-51.1500549853077,-0.838525491562421,1,0.992894333451053
3581,7419,75,89,15,6278,29956,2370,15509,64,18667880,55,-51.1500549853077,-1.39754248593737,1,0.773078473089562
3529,7327,75,90,35,6960,29984,2208,15380,70,19328643,55,-51.1500549853077,-1.95655948031232,1,0.513236414990369
3532,7332,77,91,55,8519,29977,2189,15087,72,23636183,54,-51.1500549853077,-2.51557647468726,1,0.378190434600464
3607,7500,80,93,63,9699,29966,2260,15024,73,24807503,55,-51.1500549853077,-3.07459346906221,1,0.266308780296638
3720,7796,80,95,103,11079,29948,2236,15279,77,25013593,56,-51.1500549853077,-3.63361046343716,1,0.596823495296297
3882,8120,82,97,209,11498,29939,2112,15234,82,25420294,57,-51.1500549853077,-4.19262745781211,1,0.107885036398463
4157,8644,85,101,218,11825,29937,1874,15271,86,26152249,59,-51.1500549853077,-4.75164445218705,1,0.683440497084709
4346,9005,86,103,211,12246,29917,1830,15351,83,26703105,60,-51.1500549853077,-5.310661446562,1,0.206239470235599
4631,9578,90,107,217,12679,29849,1777,15310,74,27821348,60,-51.1500549853077,-5.86967844093695,1,0.888389196046862
4830,9896,89,103,295,12839,29869,1752,16096,81,29157165,60,-51.1500549853077,-6.4286954353119,1,0.618592577758613
4884,10045,88,101,243,13676,29871,1926,16135,87,30253820,61,-51.1500549853077,-6.98771242968684,1,0.0356528732377002
4884,10073,86,99,258,14261,29878,2007,15932,86,32602980,61,-51.1500549853077,-7.54672942406179,1,0.84942496465205
4834,10027,83,94,482,14682,29852,2162,16226,84,34690416,60,-51.1500549853077,-8.10574641843674,1,0.13991035156765
4195,7782,90,99,31,5480,29920,2785,14877,56,13955516,59,-50.5910379909327,0.838525491562421,1,0.230724823888053
3738,7642,73,95,23,5480,29953,2837,12946,59,7197079,55,-50.5910379909327,0.279508497187474,1,0.375597977446934
3512,7344,69,86,10,5602,29969,2968,13727,62,14319890,53,-50.5910379909327,-0.279508497187474,1,0.203094829832357
3479,7255,70,86,18,5915,29961,2238,15239,65,18306629,55,-50.5910379909327,-0.838525491562421,1,0.667364173804144
3615,7427,75,87,19,6343,29969,2303,15545,69,19972800,56,-50.5910379909327,-1.39754248593737,1,0.125271608588889
3686,7541,80,91,24,7049,29983,2290,15546,69,19462380,56,-50.5910379909327,-1.95655948031232,1,0.837356085371467
3572,7360,77,90,45,8618,29988,2180,15224,76,24352063,55,-50.5910379909327,-2.51557647468726,1,0.702800769052657
3567,7410,78,90,73,9828,29984,2203,15185,78,25446681,55,-50.5910379909327,-3.07459346906221,1,0.294082474665918
3997,8198,79,95,87,11175,29967,2265,15489,80,25764157,58,-50.5910379909327,-3.63361046343716,1,0.752997224176503
4202,8731,86,102,213,11882,29910,2014,15358,80,27135065,59,-50.5910379909327,-4.75164445218705,1,0.83564887072671
4440,9172,85,102,218,12290,29907,1867,15408,80,27564672,59,-50.5910379909327,-5.310661446562,1,0.271649440293405
4336,9128,83,99,232,12612,29847,1773,15356,73,28441396,59,-50.5910379909327,-5.86967844093695,1,0.524774216382385
4600,9601,88,104,293,12373,29865,1815,16160,83,29492838,61,-50.5910379909327,-6.4286954353119,1,0.00999153020699262
4787,10128,83,92,240,14540,29976,2008,16264,108,32504843,59,-50.5910379909327,-9.78279740156158,1,0.742270758159536
4214,9403,73,81,224,14281,30011,1853,16383,118,32891111,57,-50.5910379909327,-10.3418143959365,1,0.967452337771955
4214,9403,73,81,214,14610,30093,1739,16470,142,33531305,57,-50.5910379909327,-10.9008313903115,1,0.97609496670374
3279,6736,62,81,11,5015,29947,3395,12101,59,10279138,50,-50.0320209965578,1.95655948031232,1,0.663507771556685
3495,7019,68,85,11,5143,29943,3233,13199,57,5540080,52,-50.0320209965578,1.39754248593737,1,0.419750004750364
3882,8049,85,98,10,5416,29954,3449,14546,56,2266745,54,-50.0320209965578,0.279508497187474,1,0.00847462521845599
3685,7623,76,88,8,5605,29951,2872,13571,60,15001891,54,-50.0320209965578,-0.279508497187474,1,0.362942994868337
3657,7518,75,88,18,5978,29940,2425,15081,63,19800853,55,-50.0320209965578,-0.838525491562421,1,0.689644289986242
3647,7477,75,87,20,6472,29973,2267,15770,73,19532490,56,-50.0320209965578,-1.39754248593737,1,0.404637282308923
3664,7477,76,90,18,7117,29999,2410,16131,72,18363439,55,-50.0320209965578,-1.95655948031232,1,0.236857619192536
3578,7383,77,89,44,8818,30007,2203,15746,78,24699560,54,-50.0320209965578,-2.51557647468726,1,0.956744405641928
3636,7485,79,92,69,9732,30024,2166,15765,83,25754542,56,-50.0320209965578,-3.07459346906221,1,0.246547465124546
4047,8238,85,98,95,10620,30002,2293,15888,83,26133149,58,-50.0320209965578,-3.63361046343716,1,0.0380710321672173
4069,8307,83,97,138,11214,30014,2429,15719,82,26880851,58,-50.0320209965578,-4.19262745781211,1,0.263305919724673
4044,8433,83,99,182,11811,29932,2328,15605,75,27655718,58,-50.0320209965578,-4.75164445218705,1,0.807070387511376
4239,8808,83,99,219,12321,29925,2074,15673,76,28045199,59,-50.0320209965578,-5.310661446562,1,0.796613414126801
4344,9161,82,98,210,12708,29910,1768,15841,78,28842130,58,-50.0320209965578,-5.86967844093695,1,0.126833910747179
4306,9191,83,99,386,12540,29913,1621,16251,91,29775141,59,-50.0320209965578,-6.4286954353119,1,0.128315312851425
5124,10501,92,103,301,13371,29992,1892,16347,110,33508580,62,-50.0320209965578,-8.10574641843674,1,0.0652207776671566
4473,9703,77,86,208,13492,30045,1880,16671,125,31539578,59,-50.0320209965578,-9.78279740156158,1,0.829965121792784
3796,7751,75,88,9,5593,29964,2991,14211,62,11963254,54,-49.4730040021828,-0.279508497187474,1,0.586604402142721
3897,7874,79,91,20,6020,29950,2440,15145,65,19087036,55,-49.4730040021828,-0.838525491562421,1,0.339316956666283
3747,7618,76,88,22,6513,29978,2443,16180,71,18211149,55,-49.4730040021828,-1.39754248593737,1,0.757696416820087
3822,7662,77,87,17,7185,30014,2433,15613,73,15926597,56,-49.4730040021828,-1.95655948031232,1,0.678121786244437
4222,8322,87,99,34,8941,30009,2276,15825,77,23614264,59,-49.4730040021828,-2.51557647468726,1,0.270389094328876
3832,7810,81,93,56,9775,30020,2182,15872,86,26343995,57,-49.4730040021828,-3.07459346906221,1,0.613664351405224
3879,7951,83,95,83,10432,30028,2157,15815,91,26392938,58,-49.4730040021828,-3.63361046343716,1,0.476206152803428
3656,7434,72,83,24,6267,29991,2299,16200,70,15956586,53,-48.9139870078079,-1.39754248593737,1,0.200778775915425
3860,7785,73,90,13,6990,29999,2333,16601,75,19744339,57,-48.9139870078079,-1.95655948031232,1,0.588495350892176
4000,8064,83,95,23,8845,30001,2122,15972,82,25287794,56,-48.9139870078079,-2.51557647468726,1,0.859860204155868
3926,7985,81,92,36,9579,30011,2030,15970,88,26924066,57,-48.9139870078079,-3.07459346906221,1,0.739586298259636
3841,7915,81,93,52,10190,30005,2067,15815,93,27575907,57,-48.9139870078079,-3.63361046343716,1,0.848393204409166
3822,7921,82,96,86,11113,30011,1935,15776,97,28865815,58,-48.9139870078079,-4.19262745781211,1,0.514582684483624
4183,8754,84,101,118,11859,29970,2112,16116,85,29892738,61,-48.9139870078079,-4.75164445218705,1,0.341102545478272
4204,8816,84,101,148,12309,29991,1833,16276,87,28389818,60,-48.9139870078079,-5.310661446562,1,0.181199069691316
4414,9183,86,101,157,12445,29965,1916,16270,86,30924005,60,-48.9139870078079,-5.86967844093695,1,0.0818295837807763
3996,8033,83,95,15,6797,29974,1984,15903,78,20952430,60,-48.354970013433,-1.95655948031232,1,0.463069355474469
3974,8054,81,92,37,8611,29993,1911,16096,85,25427341,51,-48.354970013433,-2.51557647468726,1,0.0913486691576008
3869,7929,80,92,60,9417,29999,1873,16111,90,27214101,56,-48.354970013433,-3.07459346906221,1,0.589520714367315
3822,7905,80,93,83,10098,29981,1806,16029,94,27935338,56,-48.354970013433,-3.63361046343716,1,0.840338508218301
3789,7902,80,93,136,10952,29954,1705,16016,94,29363000,57,-48.354970013433,-4.19262745781211,1,0.0405523933557541
4183,8699,83,96,193,11527,29986,1618,16472,105,30457842,57,-48.354970013433,-4.75164445218705,1,0.384849976694947
3868,7875,79,90,48,8376,29987,1830,15990,84,25585109,56,-47.795953019058,-2.51557647468726,1,0.52990577680467
3935,8084,81,93,68,9118,30000,1821,16058,90,27658784,57,-47.795953019058,-3.07459346906221,1,0.64834377157284
3912,8113,83,95,99,9822,29975,1743,16123,95,28515545,56,-47.795953019058,-3.63361046343716,1,0.109253863491546
4123,8264,85,96,54,7948,29919,1856,15776,72,24934041,58,-47.2369360246831,-2.51557647468726,1,0.757737830471004
4036,8218,86,98,69,8274,29932,1719,15880,79,27200883,56,-47.2369360246831,-3.07459346906221,1,0.394060773231555
3665,7767,76,88,113,8817,29951,1649,15918,88,28171377,55,-47.2369360246831,-3.63361046343716,1,0.0353160045836897
3783,8076,79,91,212,9381,29929,1631,16045,91,30097372,50,-47.2369360246831,-4.19262745781211,1,0.0625741837924378
4487,8757,96,109,60,6213,29935,1853,15583,71,21090044,59,-46.6779190303081,-1.95655948031232,1,0.00999077913658086
3755,7751,80,91,115,7517,29930,1843,15599,72,24426519,53,-46.6779190303081,-2.51557647468726,1,0.575905778008029
3759,7839,81,92,129,7950,29939,1726,15671,76,26768851,54,-46.6779190303081,-3.07459346906221,1,0.761306731374069
3674,7806,80,92,124,8580,29918,1663,15838,82,27791309,54,-46.6779190303081,-3.63361046343716,1,0.0870618471498207
3698,7889,81,93,226,8852,29931,1463,15967,89,29822636,56,-46.6779190303081,-4.19262745781211,1,0.0629103427749961
3715,8077,80,92,244,9758,29904,1520,16315,92,31683604,57,-46.6779190303081,-4.75164445218705,1,0.640136044908905
3599,7863,75,88,284,10662,29908,1340,16525,97,32493748,56,-46.6779190303081,-5.310661446562,1,0.904883870897362
3807,7773,79,92,40,5724,29939,2415,16369,60,17498017,54,-46.1189020359332,-1.39754248593737,1,0.410024125989252
3807,7869,82,94,84,7206,29938,1906,15594,73,23411475,54,-46.1189020359332,-2.51557647468726,1,0.781693123405513
3744,7812,80,92,88,7894,29934,1827,15606,73,25904787,54,-46.1189020359332,-3.07459346906221,1,0.505994065381381
3749,7992,82,93,117,8445,29956,1553,15867,84,27031173,53,-46.1189020359332,-3.63361046343716,1,0.262406377334662
3662,8023,80,92,239,9073,29875,1383,16194,88,31594949,57,-46.1189020359332,-4.75164445218705,1,0.379199871136697
3798,7863,83,90,24,5980,29958,1826,15668,67,17316904,52,-45.0008680471833,-1.95655948031232,1,0.472541698793073
3938,8160,86,94,26,6747,29988,1837,15888,75,21715315,53,-45.0008680471833,-2.51557647468726,1,0.719773552971818
3798,7863,83,90,19,5950,29979,2054,12769,66,5905787,52,-44.4418510528083,-1.95655948031232,1,0.579471528363803
3770,7797,84,92,18,6518,30005,1968,13875,74,13584435,53,-44.4418510528083,-2.51557647468726,1,0.467565796649231
3952,9905,74,90,233,5443,29723,1080,15214,65,6038553,52,-39.9697150978087,-18.7270693115607,1,0.258756911754537
4038,10028,76,92,267,5446,29739,1114,15786,66,6431075,53,-39.9697150978087,-19.2860863059357,1,0.643355634026697
3799,9682,95,117,286,4767,29637,947,14759,53,11441301,55,-39.4106981034338,-14.8139503509361,1,0.0382957199857443
3433,8934,92,113,266,4706,29609,989,14788,53,11696523,52,-39.4106981034338,-15.3729673453111,1,0.0606384561335379
3758,9386,82,99,249,4799,29694,979,14963,62,10864632,53,-39.4106981034338,-16.491001334061,1,0.739655170739836
3748,9546,84,101,199,4919,29705,998,15193,63,9375450,54,-39.4106981034338,-17.0500183284359,1,0.02182149316892
3647,9045,82,98,220,5158,29734,883,15828,66,12054222,55,-38.8516811090588,-12.5778823734363,1,0.649107446011185
3308,6431,60,82,156,25010,29895,1902,13983,57,45024229,50,4.19262745781211,6.98771242968684,2,0.888045266648331
2966,6064,56,75,11,24587,29973,2088,11227,56,21806292,43,4.19262745781211,6.4286954353119,2,0.899797322552273
3449,6865,67,83,281,23360,29819,1643,14456,70,46814220,44,4.75164445218705,7.54672942406179,2,0.294081316480936
3333,6655,64,81,185,24199,29841,1957,13814,57,47581034,45,4.75164445218705,6.98771242968684,2,0.812785127631716
2987,5983,53,74,12,24413,29923,2690,14107,48,39470961,41,4.75164445218705,6.4286954353119,2,0.567494443643431
3377,6546,57,79,27,24372,29898,2686,13670,47,47659192,45,5.310661446562,6.4286954353119,2,0.933046653204004
2654,5432,42,66,11,24527,29931,2781,13690,47,35826316,37,5.310661446562,5.86967844093695,2,0.798510353841398
2196,4876,40,63,10,25189,29910,2971,13040,46,46774039,31,5.86967844093695,5.310661446562,2,0.27667202990565
2027,4687,37,62,15,24494,29947,2775,13555,55,38885212,30,5.86967844093695,4.75164445218705,2,0.998439653218236
3046,6040,58,73,46,25644,29950,2066,13787,69,54913928,38,6.4286954353119,5.86967844093695,2,0.726772301392621
2691,5595,52,69,14,25933,29929,2627,13441,59,54114440,35,6.4286954353119,5.310661446562,2,0.286610748442914
2424,5183,36,63,13,25325,29919,3035,12832,50,52948546,34,6.4286954353119,4.75164445218705,2,0.591551917265716
2044,4601,31,52,16,25325,29928,2795,13178,48,56880764,50,6.98771242968684,4.75164445218705,2,0.7491140700269
3209,6552,57,76,131,25685,29986,1907,14072,84,62639743,37,8.10574641843674,5.86967844093695,2,0.450236177110613
3231,6534,56,76,107,24670,29901,2468,13355,57,64160091,38,8.10574641843674,5.310661446562,2,0.0411023730682981
2997,5938,47,65,27,24107,29907,3736,12585,42,46948661,29,8.10574641843674,4.75164445218705,2,0.955691834160569
