GOME2_PK_SIF,GOME2_JJ_SIF,OCO2SIF,GOSIF,ELEVATION,BCCMASS,TA,RF,SW,VPD,Ndepo,LAI,longitude,latitude,Region,randomNum
3537,7211,60,86,720,5729,29166,2481,15870,47,50170186,50,-74.6287687490555,3.07459346906221,1,0.742838966201732
3579,7261,67,89,1625,6796,29407,2473,15481,53,43210772,54,-74.6287687490555,2.51557647468726,1,0.284623156630656
4279,7788,80,90,228,8073,29807,3024,14353,38,27214119,59,-74.6287687490555,0.838525491562421,1,0.0613848615021387
4195,7692,79,90,217,7520,29811,3072,14165,37,23786362,59,-74.6287687490555,0.279508497187474,1,0.61276495518957
3985,7407,77,88,222,7039,29822,3011,14047,36,22071446,58,-74.6287687490555,-0.279508497187474,1,0.378551828619174
3929,7379,78,90,208,6758,29803,3119,13960,34,19373062,58,-74.6287687490555,-0.838525491562421,1,0.818756047436945
3841,7239,78,91,212,6608,29811,3022,13909,33,18364807,58,-74.6287687490555,-1.39754248593737,1,0.0507188702468562
3811,7187,78,90,200,6572,29820,2883,13938,32,18031841,58,-74.6287687490555,-1.95655948031232,1,0.882730106434109
3739,7188,78,90,196,6689,29804,2913,13987,32,17388358,58,-74.6287687490555,-2.51557647468726,1,0.0810836184616291
3503,6882,74,86,178,6761,29801,2903,13958,32,17529832,57,-74.6287687490555,-3.07459346906221,1,0.836279274593202
3731,7155,77,88,164,6874,29837,2848,13913,33,17720363,58,-74.6287687490555,-3.63361046343716,1,0.696701232571157
3722,7075,74,86,135,7018,29849,2764,14055,35,18096070,57,-74.6287687490555,-4.19262745781211,1,0.603339354155016
3932,7374,76,88,124,7128,29857,2780,14226,35,18346471,58,-74.6287687490555,-4.75164445218705,1,0.513716658123828
4131,7794,80,92,123,7191,29863,2733,14257,36,18755837,59,-74.6287687490555,-5.310661446562,1,0.247802186888678
4188,7938,81,92,141,7239,29882,2633,14456,38,19474030,58,-74.6287687490555,-5.86967844093695,1,0.70422265401032
4145,7964,80,93,145,7271,29850,2548,14752,40,20305027,58,-74.6287687490555,-6.4286954353119,1,0.546724028570501
4209,8244,82,97,181,7253,29819,2404,14787,41,21157635,58,-74.6287687490555,-6.98771242968684,1,0.88158669820402
4354,8490,84,100,166,7280,29796,2589,14832,40,22962667,58,-74.6287687490555,-7.54672942406179,1,0.13455579462257
4294,8438,83,97,246,7577,29883,2477,15117,45,24801993,59,-74.6287687490555,-8.10574641843674,1,0.868822384026603
4504,8767,88,100,248,7903,29874,2598,15127,46,25768566,60,-74.6287687490555,-8.66476341281169,1,0.980886473108695
4102,8433,80,96,273,7858,29537,3117,14539,35,26304613,55,-74.6287687490555,-9.22378040718663,1,0.36998113605012
3935,8342,80,97,336,7594,29576,3518,14346,33,27088253,55,-74.6287687490555,-9.78279740156158,1,0.194442980676254
3743,8227,78,96,618,7245,29573,2811,14365,40,27187567,53,-74.6287687490555,-10.3418143959365,1,0.483866116563475
3583,8054,75,95,1653,6722,29336,2245,14643,40,26911504,51,-74.6287687490555,-10.9008313903115,1,0.438065313395902
2519,6435,46,65,3401,6439,29119,2171,14509,36,26244574,43,-74.6287687490555,-11.4598483846864,1,0.159591303692694
2216,5877,42,60,3984,5205,28518,2409,15144,22,25556589,42,-74.6287687490555,-12.0188653790614,1,0.923498981192436
3532,7191,75,91,25,6180,29746,3372,13750,52,16317841,52,-74.0697517546805,10.9008313903115,1,0.419895604491265
3284,6798,68,87,53,7078,30004,1779,16402,83,21277688,55,-74.0697517546805,10.3418143959365,1,0.659262457338342
4176,7949,80,99,22,8853,29982,3877,15504,57,45148449,54,-74.0697517546805,8.66476341281169,1,0.419538816847396
3769,7543,69,87,50,8582,29662,4621,14877,38,54413397,53,-74.0697517546805,8.10574641843674,1,0.935488670881963
4021,7905,72,88,125,8957,29655,3444,15183,37,61767643,53,-74.0697517546805,7.54672942406179,1,0.712396708787062
4287,8022,77,92,343,9547,29905,3039,16066,54,68053146,55,-74.0697517546805,6.98771242968684,1,0.952563368401546
4215,8057,68,82,919,8367,29964,2163,16965,81,68776357,46,-74.0697517546805,6.4286954353119,1,0.915369324916661
4248,8087,74,89,618,6670,29703,2464,16863,63,68738391,50,-74.0697517546805,5.86967844093695,1,0.182677419606754
3503,7013,51,76,448,5167,28538,4165,13972,27,60280538,47,-74.0697517546805,4.19262745781211,1,0.668524686890526
3461,7138,55,81,661,6381,29081,2497,15493,35,53294988,46,-74.0697517546805,3.63361046343716,1,0.0965257469379318
4015,7819,76,97,1387,7587,29585,2672,15636,58,49770794,55,-74.0697517546805,3.07459346906221,1,0.98418130546596
4326,8067,83,101,1424,8261,29765,2834,15415,57,42566927,58,-74.0697517546805,2.51557647468726,1,0.743689980989637
4337,7945,81,94,265,7811,29811,2781,14663,48,31684780,59,-74.0697517546805,1.39754248593737,1,0.213358052024118
4196,7733,78,91,247,7317,29805,2863,14370,38,26348187,59,-74.0697517546805,0.838525491562421,1,0.617390123221013
4100,7601,78,90,220,6921,29811,2973,14249,37,23207826,59,-74.0697517546805,0.279508497187474,1,0.33559838812664
3971,7424,78,89,201,6682,29823,2972,14123,36,21636641,58,-74.0697517546805,-0.279508497187474,1,0.632607427495149
3875,7296,77,88,204,6549,29818,3019,14029,33,19168953,58,-74.0697517546805,-0.838525491562421,1,0.515756895641525
3833,7283,78,90,194,6504,29806,2984,13989,32,18260204,58,-74.0697517546805,-1.39754248593737,1,0.786918210400068
3817,7241,78,91,174,6534,29827,2965,14007,32,17963751,58,-74.0697517546805,-1.95655948031232,1,0.502610098376772
3874,7356,80,92,190,6720,29823,2827,14062,33,17389926,58,-74.0697517546805,-2.51557647468726,1,0.164536232790236
3679,7124,78,89,183,6844,29812,2804,14010,32,17502988,58,-74.0697517546805,-3.07459346906221,1,0.507462211663392
3584,7018,76,87,154,6972,29831,2842,13946,33,17664524,57,-74.0697517546805,-3.63361046343716,1,0.822813514749783
3661,7125,76,88,123,7100,29846,2785,14086,34,17982001,58,-74.0697517546805,-4.19262745781211,1,0.428819068246818
4018,7557,79,90,117,7189,29869,2757,14263,35,17918535,59,-74.0697517546805,-4.75164445218705,1,0.157685109228886
4123,7790,82,93,122,7228,29879,2581,14277,37,18379904,59,-74.0697517546805,-5.310661446562,1,0.674891412766388
3939,7583,78,90,121,7261,29881,2626,14411,38,19089815,58,-74.0697517546805,-5.86967844093695,1,0.27663077210668
3970,7789,79,93,135,7305,29835,2441,14604,39,19780943,57,-74.0697517546805,-6.4286954353119,1,0.374786031037808
4179,8137,81,96,158,7325,29814,2283,14620,41,20530772,58,-74.0697517546805,-6.98771242968684,1,0.396795234377106
4336,8436,83,99,260,7418,29792,2246,14660,42,22184405,58,-74.0697517546805,-7.54672942406179,1,0.132116169297616
4362,8540,84,99,159,7525,29841,2447,15035,42,23758856,58,-74.0697517546805,-8.10574641843674,1,0.966225713000461
4264,8483,83,96,180,7611,29869,2406,15064,44,24523717,59,-74.0697517546805,-8.66476341281169,1,0.961158982324749
4190,8409,81,95,224,7669,29841,2314,14655,47,25222138,58,-74.0697517546805,-9.22378040718663,1,0.0140102598713646
4214,8610,82,99,412,7643,29741,2949,14638,42,26029071,58,-74.0697517546805,-9.78279740156158,1,0.50936510485253
3772,8220,76,96,388,7504,29479,4085,14800,32,26379876,55,-74.0697517546805,-10.3418143959365,1,0.19508815769089
3748,8272,76,96,936,7289,29329,3245,14802,32,26344947,54,-74.0697517546805,-10.9008313903115,1,0.85302020576254
3686,8198,75,101,3079,7068,29488,1905,14093,52,26190463,49,-74.0697517546805,-11.4598483846864,1,0.852883152378587
3508,7849,72,96,3419,5409,29046,3223,14463,30,25997330,46,-74.0697517546805,-12.0188653790614,1,0.574296676437598
2915,7197,62,84,3441,4612,28363,2077,15823,18,25834739,42,-74.0697517546805,-12.5778823734363,1,0.316956317964692
3526,7017,69,87,919,6572,29163,4116,15362,31,20520413,52,-73.5107347603056,10.9008313903115,1,0.386753895714582
2619,6107,61,80,1397,6631,29865,1689,15896,99,23572559,57,-73.5107347603056,10.3418143959365,1,0.764807871260106
4078,7663,75,93,65,8148,29712,2531,16412,65,36102107,56,-73.5107347603056,9.22378040718663,1,0.68043412710721
4167,7836,77,92,31,8412,29626,2722,16321,57,41666550,56,-73.5107347603056,8.66476341281169,1,0.125303504196536
3859,7639,71,83,189,6665,29664,4442,15216,41,68850723,42,-73.5107347603056,6.98771242968684,1,0.619836689869938
3284,6975,58,73,258,6270,29124,2831,16183,27,69893370,46,-73.5107347603056,6.4286954353119,1,0.687665958045089
2864,6553,57,68,1172,4687,28797,2284,15602,32,70040163,50,-73.5107347603056,5.86967844093695,1,0.760281090392463
3350,6840,47,69,2831,5839,29093,2057,15134,36,68485454,43,-73.5107347603056,4.75164445218705,1,0.227134262193788
3736,7342,53,79,2602,7788,29680,1748,15517,74,60746336,43,-73.5107347603056,4.19262745781211,1,0.22429416556447
4330,7980,80,92,413,8896,29825,2923,15110,54,41279235,59,-73.5107347603056,2.51557647468726,1,0.0150160010520776
4324,7978,82,95,296,7958,29780,2622,14638,44,33636891,59,-73.5107347603056,1.95655948031232,1,0.585330014952555
4223,7791,79,92,295,7312,29786,2571,14498,42,29871585,59,-73.5107347603056,1.39754248593737,1,0.73277366996159
4107,7621,78,91,234,6844,29784,2809,14214,38,24616325,58,-73.5107347603056,0.838525491562421,1,0.86455511683765
3954,7400,75,87,221,6561,29788,2909,14141,35,22050754,58,-73.5107347603056,0.279508497187474,1,0.0788445843642719
3949,7402,77,89,206,6432,29800,3026,14218,34,20767031,58,-73.5107347603056,-0.279508497187474,1,0.432603879236728
3819,7240,76,87,183,6407,29796,3064,14121,32,18760736,57,-73.5107347603056,-0.838525491562421,1,0.804789282005602
3711,7095,75,87,177,6434,29813,2950,14043,32,18050996,57,-73.5107347603056,-1.39754248593737,1,0.509565851709297
3813,7294,79,90,172,6506,29820,2948,14077,32,17827571,58,-73.5107347603056,-1.95655948031232,1,0.404992999253161
3866,7342,80,90,145,6735,29832,2904,14095,32,17393061,58,-73.5107347603056,-2.51557647468726,1,0.465694909859228
3897,7421,81,91,141,6899,29841,2894,14087,33,17317406,59,-73.5107347603056,-3.07459346906221,1,0.368571729440786
3989,7570,82,92,150,7091,29854,2849,14153,34,17430481,59,-73.5107347603056,-3.63361046343716,1,0.562034162772733
3866,7427,80,91,143,7206,29858,2729,14139,34,17583672,58,-73.5107347603056,-4.19262745781211,1,0.552352639622234
3826,7396,78,90,114,7231,29840,2646,14202,35,17797217,58,-73.5107347603056,-4.75164445218705,1,0.182624396258865
3715,7339,77,88,113,7271,29834,2572,14287,36,18085596,57,-73.5107347603056,-5.310661446562,1,0.672908884615917
3797,7499,77,89,116,7332,29832,2524,14361,36,18321384,57,-73.5107347603056,-5.86967844093695,1,0.642394029804591
4061,7943,80,94,167,7391,29822,2308,14585,39,18732775,58,-73.5107347603056,-6.4286954353119,1,0.816300355496536
4258,8286,83,97,236,7453,29810,2276,14698,41,19277047,58,-73.5107347603056,-6.98771242968684,1,0.264968848454454
4190,8259,82,96,285,7785,29806,2236,14770,42,20493325,58,-73.5107347603056,-7.54672942406179,1,0.799167489833471
4301,8498,83,98,253,7891,29797,2376,14804,43,21672583,58,-73.5107347603056,-8.10574641843674,1,0.311439069304906
4335,8614,83,98,197,7801,29802,2486,14889,42,22644230,58,-73.5107347603056,-8.66476341281169,1,0.715283662967968
4207,8466,80,94,178,7724,29800,2319,15080,47,23057186,58,-73.5107347603056,-9.22378040718663,1,0.913258311638998
4224,8633,81,97,195,7568,29779,2428,15177,46,23910708,58,-73.5107347603056,-9.78279740156158,1,0.703561213989326
4282,8794,83,100,247,7422,29791,2532,15254,47,24764492,58,-73.5107347603056,-10.3418143959365,1,0.0868903979063167
4248,8859,83,102,633,7396,29769,2420,15054,48,25211833,59,-73.5107347603056,-10.9008313903115,1,0.507837916723294
3848,8419,76,100,1275,7382,29590,2760,14590,39,26082241,55,-73.5107347603056,-11.4598483846864,1,0.776181861915856
3164,7447,68,90,841,6336,28896,3691,14040,20,26878811,48,-73.5107347603056,-12.0188653790614,1,0.503250424859825
3059,7279,65,86,1266,5450,28801,3408,14600,26,27143769,45,-73.5107347603056,-12.5778823734363,1,0.0585337972929485
2514,6270,60,82,3072,3809,28909,1489,15670,40,27599070,40,-73.5107347603056,-13.1368993678113,1,0.667995746918695
3962,7410,68,85,1121,7095,29704,2445,16141,58,21242217,54,-72.9517177659306,10.9008313903115,1,0.409678329233375
3754,7368,71,90,2811,7242,29304,4791,15615,42,23926726,53,-72.9517177659306,10.3418143959365,1,0.00104822150544859
4626,8517,84,105,64,8306,29462,2306,15966,56,28919093,55,-72.9517177659306,9.78279740156158,1,0.674279897244377
4329,7924,78,96,116,9291,29810,1284,16475,71,33859687,57,-72.9517177659306,9.22378040718663,1,0.461382491721136
4046,7638,73,88,549,9561,29642,1526,16552,56,37055173,54,-72.9517177659306,8.66476341281169,1,0.957661041905966
3784,7270,58,72,419,8960,29316,1699,16184,45,47049004,56,-72.9517177659306,8.10574641843674,1,0.386580800832656
2690,6043,52,69,110,7169,28978,5937,13280,27,58793850,48,-72.9517177659306,7.54672942406179,1,0.26017603476367
2827,6304,56,68,1246,4246,28778,3422,16432,26,70252608,41,-72.9517177659306,6.4286954353119,1,0.20807896044865
2924,6508,56,68,1796,4800,28540,2100,15735,29,70655625,48,-72.9517177659306,5.86967844093695,1,0.634650999066336
3440,7049,58,80,2718,6284,28539,2918,14610,17,70759982,46,-72.9517177659306,5.310661446562,1,0.354340226609541
4056,7864,68,87,2318,8272,29789,2037,15460,79,69248113,57,-72.9517177659306,4.75164445218705,1,0.135370254231606
4465,8201,84,96,258,8689,29843,2520,15021,55,39843984,59,-72.9517177659306,2.51557647468726,1,0.216726990881595
4234,7823,80,94,258,7532,29778,2622,14530,42,31987865,59,-72.9517177659306,1.95655948031232,1,0.60609308442981
4125,7628,78,91,283,6932,29758,2744,14444,39,28125323,58,-72.9517177659306,1.39754248593737,1,0.443801672421269
3904,7266,74,88,237,6525,29752,3043,14171,35,23019516,57,-72.9517177659306,0.838525491562421,1,0.480427079547772
3828,7192,74,87,220,6360,29776,3104,14102,34,21011205,57,-72.9517177659306,0.279508497187474,1,0.886996187025255
3783,7130,74,85,208,6300,29789,2959,14216,34,20006172,57,-72.9517177659306,-0.279508497187474,1,0.0125992706155
3721,7075,74,85,200,6316,29798,2996,14118,32,18444093,57,-72.9517177659306,-0.838525491562421,1,0.578491267018092
3736,7117,76,87,173,6405,29805,2943,14053,32,17917036,58,-72.9517177659306,-1.39754248593737,1,0.0664393715091962
3732,7163,77,88,163,6535,29832,2872,14070,33,17758566,58,-72.9517177659306,-1.95655948031232,1,0.292447141483604
3799,7264,79,89,144,6835,29828,2888,14102,32,17447576,58,-72.9517177659306,-2.51557647468726,1,0.487009769309304
3885,7402,80,91,130,7019,29828,2950,14095,32,16963901,59,-72.9517177659306,-3.07459346906221,1,0.176220891287314
3979,7545,82,93,130,7204,29868,2844,14155,34,17246806,58,-72.9517177659306,-3.63361046343716,1,0.496053761251379
3987,7605,82,94,130,7305,29850,2859,14131,33,17568768,59,-72.9517177659306,-4.19262745781211,1,0.621845443987454
3801,7422,79,90,114,7371,29824,2705,14155,34,17622060,58,-72.9517177659306,-4.75164445218705,1,0.731975789851306
3818,7486,78,90,147,7424,29833,2486,14270,36,17621410,58,-72.9517177659306,-5.310661446562,1,0.987855766520962
3952,7729,79,92,151,7488,29833,2437,14361,37,17632185,58,-72.9517177659306,-5.86967844093695,1,0.402041307363706
4048,7933,80,93,178,7575,29820,2375,14579,40,17786471,58,-72.9517177659306,-6.4286954353119,1,0.884561338940905
4041,7984,79,92,210,7646,29816,2283,14703,41,18142978,58,-72.9517177659306,-6.98771242968684,1,0.190362704640531
4071,8103,79,92,267,7977,29824,2258,14800,43,18960085,58,-72.9517177659306,-7.54672942406179,1,0.666796377954064
4168,8344,81,93,272,8097,29819,2326,14792,44,19775813,59,-72.9517177659306,-8.10574641843674,1,0.489389356675721
4237,8504,81,94,258,7999,29810,2312,14859,44,20629755,58,-72.9517177659306,-8.66476341281169,1,0.469883445859208
4282,8642,81,95,223,7930,29788,2317,14971,44,21048471,58,-72.9517177659306,-9.22378040718663,1,0.384858825774983
4311,8763,82,96,316,7774,29774,2345,14983,45,21910871,58,-72.9517177659306,-9.78279740156158,1,0.147442609153886
4300,8884,83,99,324,7625,29763,2360,15025,45,23211871,58,-72.9517177659306,-10.3418143959365,1,0.817223126803586
4320,9000,84,100,323,7365,29789,2668,15242,48,24104468,58,-72.9517177659306,-10.9008313903115,1,0.110309095593223
4424,9241,87,105,1163,7284,29752,2621,15228,47,25923487,59,-72.9517177659306,-11.4598483846864,1,0.815535434719427
4299,9126,86,108,1920,6267,29417,3785,13758,33,27635169,57,-72.9517177659306,-12.0188653790614,1,0.820402138592688
3476,7826,72,90,2654,4831,29204,3302,13851,29,28293306,49,-72.9517177659306,-12.5778823734363,1,0.268209070444725
2404,6335,61,76,1889,3791,28506,2125,14861,19,29511454,42,-72.9517177659306,-13.1368993678113,1,0.0968045045258433
4397,8175,82,102,493,7095,29905,1767,16428,62,21584678,52,-72.3927007715557,10.9008313903115,1,0.556981986536844
4273,8107,80,103,564,7242,30033,1652,17172,99,24139694,54,-72.3927007715557,10.3418143959365,1,0.831541135420718
4366,7915,80,91,830,9291,29967,3232,14881,51,32498681,54,-72.3927007715557,9.22378040718663,1,0.676970804258663
4151,7766,68,86,1644,8960,29760,5582,15770,51,45200562,38,-72.3927007715557,8.10574641843674,1,0.255180475339281
3224,6746,53,73,1968,7169,29047,3912,13456,30,56996032,45,-72.3927007715557,7.54672942406179,1,0.27345608042984
3104,6576,48,70,1481,4853,29043,4436,13282,31,67192330,44,-72.3927007715557,6.98771242968684,1,0.276803062967745
2870,6413,46,69,1644,4246,28604,2757,14924,20,68664083,44,-72.3927007715557,6.4286954353119,1,0.726293746426021
3252,6935,56,72,2584,4800,29207,2057,15648,41,69361968,49,-72.3927007715557,5.86967844093695,1,0.749991131994052
2987,6413,53,67,2887,6284,29763,1714,16176,80,69768141,44,-72.3927007715557,5.310661446562,1,0.351854958162979
4306,7852,80,91,232,8689,29844,2453,14773,50,38782055,59,-72.3927007715557,2.51557647468726,1,0.953730212004948
4472,8192,87,99,277,7532,29798,2594,14586,39,31155735,60,-72.3927007715557,1.95655948031232,1,0.951614773247174
4276,7876,83,95,276,6932,29787,2644,14559,37,27408371,59,-72.3927007715557,1.39754248593737,1,0.599929116882317
3997,7431,77,90,246,6525,29803,2824,14455,35,22536239,58,-72.3927007715557,0.838525491562421,1,0.71660185790188
3842,7197,75,87,294,6360,29814,2877,14387,35,20765650,57,-72.3927007715557,0.279508497187474,1,0.896795599783199
3674,6943,72,84,223,6300,29808,2866,14300,34,19879496,56,-72.3927007715557,-0.279508497187474,1,0.114231719786813
3707,7044,74,85,192,6316,29811,2883,14177,33,18499446,57,-72.3927007715557,-0.838525491562421,1,0.434841170170473
3787,7197,78,88,178,6405,29813,2945,14134,32,18025633,58,-72.3927007715557,-1.39754248593737,1,0.844348138959054
3781,7231,78,88,163,6535,29834,2908,14081,32,17880804,58,-72.3927007715557,-1.95655948031232,1,0.629701496247325
3790,7256,78,88,150,6835,29837,2878,14057,32,17594720,58,-72.3927007715557,-2.51557647468726,1,0.820248107887434
3825,7368,80,90,142,7019,29821,2937,13991,30,17305587,59,-72.3927007715557,-3.07459346906221,1,0.0731807902636861
3932,7504,81,91,114,7204,29845,2909,13993,32,17437942,58,-72.3927007715557,-3.63361046343716,1,0.979764339137522
3964,7586,81,92,120,7305,29828,2838,14047,31,17576658,58,-72.3927007715557,-4.19262745781211,1,0.719744524998624
3867,7503,79,90,150,7371,29837,2575,14159,34,17564213,58,-72.3927007715557,-4.75164445218705,1,0.966511243819021
3851,7557,78,90,153,7424,29835,2463,14264,36,17529587,58,-72.3927007715557,-5.310661446562,1,0.347965006023785
3947,7743,79,91,149,7488,29836,2457,14382,37,17472457,58,-72.3927007715557,-5.86967844093695,1,0.597929182009696
3998,7892,79,92,188,7575,29821,2300,14573,40,17551002,58,-72.3927007715557,-6.4286954353119,1,0.483223857244696
3939,7885,78,91,212,7646,29820,2395,14668,40,17855143,58,-72.3927007715557,-6.98771242968684,1,0.830738148069624
4017,8092,79,91,223,7977,29839,2301,14747,43,18561761,58,-72.3927007715557,-7.54672942406179,1,0.0713966815080906
