site,igbp,ecoregion,YY,DoY,TA,SW,RF,mat,mar,BIO,randomNum
116,10,11,2021,273,-1.85970540364581,45.4788703221451,1.52056402093947,-13.3927655616173,0.896059076077577,-0.4776573,1615
116,10,11,2021,297,-2.61625535753036,15.9844032921811,1.0044027401117,-13.3927655616173,0.896059076077577,-0.1751054,858
116,10,11,2021,321,-21.6367731391059,1.98642489711934,0.473464314605925,-13.3927655616173,0.896059076077577,0.000410975,1495
117,10,11,2019,308,-12.3230482313368,20.3677057613169,2.52922326043179,-11.6588947015746,1.31690632498311,0.03579229,412
117,10,11,2019,332,-19.1773762342665,5.22083333333333,0.877877678958599,-11.6588947015746,1.31690632498311,0.05467189,5793
117,10,11,2019,356,-21.9455658637153,1.4627829218107,0.655660799002412,-11.6588947015746,1.31690632498311,-0.3402891,2486
117,10,11,2020,15,-29.8119871690538,6.33263374485597,0.460138390125121,-11.6588947015746,1.31690632498311,-0.004545743,5752
117,10,11,2020,39,-30.7919580756293,27.1770010288066,0.345912225140812,-11.6588947015746,1.31690632498311,-0.8678999,3989
117,10,11,2020,63,-26.6813981119792,73.3384826842257,0.170791282159838,-11.6588947015746,1.31690632498311,0.4390233,2528
117,10,11,2020,87,-21.2475773111979,136.706728395062,0.431746180312315,-11.6588947015746,1.31690632498311,-0.08790568,1749
117,10,11,2020,111,-18.5424631754557,232.773181584362,0.299279743162749,-11.6588947015746,1.31690632498311,0.7721374,3273
117,10,11,2020,135,-7.85856825086804,268.457425411523,0.895448392838335,-11.6588947015746,1.31690632498311,1.084635,622
117,10,11,2020,183,14.2229224310981,277.625282921811,0.464437252487362,-11.6588947015746,1.31690632498311,-0.1820113,1202
117,10,11,2020,231,8.21617824978301,109.529138374486,1.57480506826643,-11.6588947015746,1.31690632498311,-0.1698466,4383
117,10,11,2020,255,1.45450920952693,96.1033513374486,1.69389862627658,-11.6588947015746,1.31690632498311,0.9823238,2229
117,10,11,2020,279,-3.11927381727428,60.4061899811545,1.23738840988342,-11.6588947015746,1.31690632498311,0.1790718,2471
117,10,11,2020,303,-13.312423977322,29.8811368312757,1.30637887629609,-11.6588947015746,1.31690632498311,-0.206967,989
117,10,11,2020,327,-23.8603416612413,7.48060699588477,1.11491399583956,-11.6588947015746,1.31690632498311,0.06064564,3658
117,10,11,2020,351,-28.739327867296,1.77179526748971,1.06313574415855,-11.6588947015746,1.31690632498311,0.5942637,130
117,10,11,2021,9,-25.6976751030816,3.79986111111111,1.00900345881987,-11.6588947015746,1.31690632498311,-0.6740223,1999
117,10,11,2021,33,-25.9083016628689,17.8716100823045,0.721145215293905,-11.6588947015746,1.31690632498311,-0.2998958,2977
117,10,11,2021,105,-15.1850111897786,224.350869341564,0.965477893089951,-11.6588947015746,1.31690632498311,0.1802968,5829
117,10,11,2021,153,-2.27072713216143,241.699017489712,0.765612904298591,-11.6588947015746,1.31690632498311,-0.07770334,3136
117,10,11,2021,201,7.99894660101999,166.443528806584,3.37698852159316,-11.6588947015746,1.31690632498311,0.7056508,4662
117,10,11,2021,225,6.48304796006947,106.109148662551,4.70303834396964,-11.6588947015746,1.31690632498311,0.8196331,373
117,10,11,2021,249,4.90710384792754,115.431574074074,3.11275230491974,-11.6588947015746,1.31690632498311,0.6088874,896
117,10,11,2021,273,1.7914838324653,33.028049848894,1.79219509699489,-11.6588947015746,1.31690632498311,0.09162439,41
117,10,11,2021,297,-3.37509216308591,32.5176517489712,2.44894278144619,-11.6588947015746,1.31690632498311,0.1733745,3340
117,10,11,2021,321,-18.357337375217,11.2984104938272,0.777014554477455,-11.6588947015746,1.31690632498311,0.3359669,1814
