GPP_cedar,GPP_fluxsat,GPP_zhang,GPP_MOD17A3HGF,GOME2_PK_SIF,GOME2_JJ_SIF,OCO2SIF,GOSIF,SIFOCO2,ELEVATION,BCCMASS,BCdepo,TA,RF,SM,SW,VPD,soilClayContent,soilWaterContent,soilPH,soilBulkDensity,soilTaxa,Ndepo,LAI,BIOMASS,longitude,latitude,indRows,indCols,Region,randomNum
7.79,7.76,5.42465753424658,7.72602739726027,0.3503,0.7062,0.27,0.288,0.296,797,21654,13692,29543,2690,560,16960,43,3696,3920,4918,10411,264,55591459,476,34349,28.2303582159348,-0.838525491562421,38,373,2,0.567197873830803
7.95,7.96,5.86301369863014,7.75342465753425,0.371,0.7403,0.3,0.312,0.317,662,22515,13025,29537,2664,557,17052,41,3575,3936,4962,10580,264,52975857,503,32823,28.2303582159348,-1.39754248593737,39,373,2,0.998163526074098
7.82,7.73,5.53424657534247,7.80821917808219,0.3515,0.7108,0.27,0.288,0.297,896,24342,13025,29395,3015,554,16690,43,3760,3962,4994,10202,264,51967730,482,32177,28.2303582159348,-1.95655948031232,40,373,2,0.131865336731198
7.74,7.4,5.67123287671233,7.6986301369863,0.3467,0.7059,0.275,0.288,0.297,688,22129,12745,29433,2942,539,16655,46,3699,3990,4983,10036,264,49996206,480,30957,28.2303582159348,-2.51557647468726,41,373,2,0.954676584902944
7.88,7.53,5.86301369863014,7.64383561643836,0.3456,0.7009,0.28,0.292,0.291,790,22582,12502,29457,2268,523,16783,50,3645,3858,5053,10241,264,49699238,489,31702,28.2303582159348,-3.07459346906221,42,373,2,0.123877511497801
7.62,7.37,5.83561643835616,7.42465753424658,0.3218,0.6731,0.27,0.284,0.285,910,21474,10430,29342,2820,529,16088,51,3480,3873,5197,9828,264,49807512,476,32627,28.2303582159348,-3.63361046343716,43,373,2,0.186238205758118
7.48,6.94,5.75342465753425,7.53424657534247,0.3058,0.6506,0.255,0.268,0.281,710,22340,8499,29592,1614,487,16587,77,3500,3800,5200,9200,264,49993551,463,32700,28.2303582159348,-4.19262745781211,44,373,2,0.646502710583242
7.79,6.8,7.01369863013699,7.75342465753425,0.4099,0.8004,0.34,0.328,0.325,690,24669,6448,29698,1714,494,16745,86,3450,2566,5183,11750,328,48995288,542,28183,28.2303582159348,-4.75164445218705,45,373,2,0.128169077499018
8.11,7.78,6,8.57534246575342,0.4027,0.7875,0.31,0.312,0.321,822,18548,6021,29620,1856,528,16424,56,4492,3219,5089,11782,340,105181620,541,34798,28.7893752103098,2.51557647468726,32,374,2,0.0813205028568441
7.95,7.72,5.75342465753425,8.46575342465753,0.3772,0.7499,0.29,0.296,0.305,879,17694,6849,29569,1824,536,16059,45,4325,3077,5042,11618,340,91752765,512,36091,28.7893752103098,1.95655948031232,33,374,2,0.65922705422111
8.08,7.89,6,8.43835616438356,0.3935,0.7753,0.31,0.312,0.317,867,18683,6885,29587,1959,541,16170,44,4271,3016,5108,11710,340,85085253,520,34519,28.7893752103098,1.39754248593737,34,374,2,0.0273988510815916
8.11,8.22,6.13698630136986,8.46575342465753,0.4023,0.7869,0.315,0.32,0.322,810,19689,8080,29539,2321,542,15881,44,4239,3194,5103,11776,340,74051847,533,33217,28.7893752103098,0.838525491562421,35,374,2,0.985179800828888
8.01,8.13,6.21917808219178,8.35616438356164,0.394,0.7816,0.315,0.32,0.328,854,19784,12659,29378,3905,562,15736,38,4064,3876,5048,10906,264,65727598,521,31421,28.7893752103098,0.279508497187474,36,374,2,0.539330947126751
7.89,7.71,5.80821917808219,8.10958904109589,0.3638,0.7402,0.29,0.308,0.314,886,19464,14120,29273,4540,571,15968,35,3886,4101,5031,10119,264,61562651,495,29886,28.7893752103098,-0.279508497187474,37,374,2,0.373834916709097
7.94,7.48,5.97260273972603,8.13698630136986,0.3642,0.7482,0.295,0.316,0.316,1127,18923,13591,29212,2502,536,16786,45,3791,4153,4997,9985,264,54675899,492,27454,28.7893752103098,-0.838525491562421,38,374,2,0.706734886141076
8.32,7.8,6.9041095890411,8.24657534246575,0.3988,0.8087,0.345,0.368,0.347,1181,20270,15828,29067,2924,520,16483,35,3864,4335,5023,9818,264,50796787,532,24686,28.7893752103098,-1.39754248593737,39,374,2,0.94741137440689
7.88,7.72,6.02739726027397,7.91780821917808,0.359,0.7377,0.295,0.32,0.319,1200,21827,15828,29256,1858,376,16268,59,3636,4226,5100,9668,264,49045962,478,27752,28.7893752103098,-1.95655948031232,40,374,2,0.382277348843862
7.68,6.04,6.32876712328767,7.83561643835616,0.3289,0.704,0.295,0.308,0.31,1556,17631,10744,29304,1388,469,16676,81,3860,4560,5200,9180,264,43478454,448,22480,28.7893752103098,-2.51557647468726,41,374,2,0.692908554948395
7.13,7.03,4.98630136986301,6.87671232876712,0.2616,0.5826,0.22,0.24,0.266,1330,17151,14431,29228,1231,449,16147,89,3281,3981,5254,9575,264,45394202,401,26029,28.7893752103098,-3.07459346906221,42,374,2,0.602071312401121
7.47,6.56,5.61643835616438,7.23287671232877,0.2961,0.64,0.26,0.268,0.277,1621,15997,15869,29114,1777,456,16363,66,3504,4108,5232,9516,264,44880443,457,29244,28.7893752103098,-3.63361046343716,43,374,2,0.77525771213823
7.93,5.53,6.16438356164384,6.9041095890411,0.3209,0.6692,0.29,0.308,0.299,777,19924,4908,29359,3147,481,17094,58,3566,4833,5250,9733,264,42411727,388,29550,28.7893752103098,-4.75164445218705,45,374,2,0.591834205678923
7.77,5.73,5.67123287671233,6.73972602739726,0.2986,0.6203,0.265,0.276,0.265,852,20723,4269,29465,1561,480,17140,68,3600,4883,5233,9350,328,41447277,379,28600,28.7893752103098,-5.310661446562,46,374,2,0.376179807647948
8.3,7.39,6.68493150684932,8.43835616438356,0.4624,0.8826,0.36,0.352,0.353,752,17712,3941,29648,1946,522,17094,71,4700,3150,5200,12050,340,112667539,576,31100,29.3483922046847,3.07459346906221,31,375,2,0.850649199595792
7.98,7.69,5.86301369863014,8.54794520547945,0.3894,0.7685,0.295,0.3,0.304,847,16957,6243,29558,2142,531,16447,55,4424,3301,5112,11557,340,104811131,531,35360,29.3483922046847,2.51557647468726,32,375,2,0.225735190784356
7.87,7.56,5.61643835616438,8.38356164383562,0.3683,0.7369,0.275,0.288,0.294,935,16927,6837,29548,2003,536,16062,48,4313,3137,5099,11555,340,93195534,499,34900,29.3483922046847,1.95655948031232,33,375,2,0.796958284325984
7.92,7.65,5.86301369863014,8.35616438356164,0.3793,0.7574,0.29,0.3,0.304,892,17901,6561,29572,1775,525,16237,52,4222,3037,5209,11598,340,87394459,508,33872,29.3483922046847,1.39754248593737,34,375,2,0.996881006288545
8.44,8.33,7.3972602739726,8.38356164383562,0.4622,0.8955,0.375,0.388,0.367,841,18999,8101,29491,2276,532,15530,52,4316,3420,5345,11879,340,76624618,560,22450,29.3483922046847,0.838525491562421,35,375,2,0.281310820370757
8.33,8.1,7.36986301369863,8.27397260273973,0.4581,0.8934,0.37,0.384,0.371,1027,18889,10511,29234,2888,544,15770,46,4077,3988,5366,10833,264,66822715,555,23366,29.3483922046847,0.279508497187474,36,375,2,0.710380975024432
7.69,7.65,6.52054794520548,7.97260273972603,0.3862,0.7962,0.33,0.348,0.354,1147,17439,9233,29160,3944,520,17328,47,3700,4500,5200,9700,264,43403459,448,17000,29.3483922046847,-0.279508497187474,37,375,2,0.664642067152854
7.92,6.91,7.01369863013699,8.02739726027397,0.3661,0.7657,0.305,0.316,0.31,1658,19430,8484,29505,1058,380,17206,88,3700,4200,5200,9500,264,49966400,474,22700,29.3483922046847,-0.838525491562421,38,375,2,0.414835533181356
7.51,6.91,7.6986301369863,7.26027397260274,0.305,0.7052,0.38,0.408,0.346,1677,19707,11827,29038,2770,431,15976,44,3080,5120,5340,7880,264,44312373,356,15840,29.3483922046847,-1.39754248593737,39,375,2,0.498269902274275
7.56,5.7,6.41095890410959,8.32876712328767,0.3123,0.6648,0.28,0.288,0.27,1760,16426,7474,28993,2402,520,16410,55,3878,4521,5134,9169,264,40360379,450,16165,29.3483922046847,-2.51557647468726,41,375,2,0.949123025507723
7.76,5.53,6.38356164383562,8.24657534246575,0.3285,0.6882,0.28,0.288,0.261,1988,17672,5916,29346,1654,484,15808,89,4000,5000,5100,9100,264,38927068,460,16900,29.3483922046847,-3.07459346906221,42,375,2,0.953181675899852
7.95,5.5,6.35616438356164,6.73972602739726,0.3304,0.684,0.295,0.308,0.293,1360,20030,3472,29792,1809,36,17482,97,3250,5175,5275,9375,264,12142371,376,29100,29.3483922046847,-4.75164445218705,45,375,2,0.732923311686192
7.75,5.73,5.72602739726027,6.6027397260274,0.3014,0.6224,0.26,0.272,0.265,1273,19756,3208,29743,1636,201,17673,89,3375,5000,5225,9100,264,13419414,375,28125,29.3483922046847,-5.310661446562,46,375,2,0.38468000462379
8.02,7.72,6.08219178082192,8.54794520547945,0.4029,0.7915,0.305,0.308,0.311,955,15573,6243,29494,2115,527,16426,58,4476,3102,5130,11610,271,104126071,541,34991,29.9074091990597,2.51557647468726,32,376,2,0.0400827288350992
7.92,7.34,5.94520547945205,8.35616438356164,0.3837,0.7626,0.29,0.3,0.299,994,15426,6837,29495,1718,524,16025,54,4394,3006,5145,11638,340,93237949,523,34737,29.9074091990597,1.95655948031232,33,376,2,0.582933585930967
7.98,7.27,6.16438356164384,8.27397260273973,0.3966,0.7866,0.3,0.308,0.308,949,16633,6561,29545,2108,524,16512,54,4186,3213,5130,11491,255,87784266,532,33026,29.9074091990597,1.39754248593737,34,376,2,0.56471264171437
8.09,8.08,6.84931506849315,8.38356164383562,0.4281,0.8385,0.335,0.344,0.336,903,17838,8101,29447,8013,538,15993,48,4134,3845,5501,11163,264,77109147,546,27943,29.9074091990597,0.838525491562421,35,376,2,0.355182617448626
7.17,7.4,6.43835616438356,7.64383561643836,0.3271,0.7002,0.285,0.312,0.279,1116,16182,10511,29145,11772,546,16081,38,3190,4887,5377,8777,261,66690992,465,19507,29.9074091990597,0.279508497187474,36,376,2,0.88020082100168
7.84,5.76,6.63013698630137,8.38356164383562,0.4096,0.8131,0.31,0.316,0.304,1798,17488,9233,29693,1956,377,17434,90,4007,3671,5314,10621,264,29410475,531,28807,29.9074091990597,-0.279508497187474,37,376,2,0.624530132995142
7.89,6.91,7.04109589041096,8.32876712328767,0.3278,0.7243,0.305,0.32,0.31,1267,18200,8484,29221,2591,472,17393,54,3860,4480,5160,9400,264,49746219,503,23560,29.9074091990597,-0.838525491562421,38,376,2,0.624015546339929
7.87,7.4,6.57534246575342,8.9041095890411,0.3888,0.7833,0.32,0.328,0.319,1103,13541,5599,29252,3186,532,17555,42,4800,3200,5200,11600,271,74001860,562,30900,30.4664261934346,1.95655948031232,33,377,2,0.295741411286576
8.32,7.06,7.53424657534247,8.93150684931507,0.4286,0.866,0.365,0.376,0.341,1013,16727,5877,29391,1523,486,17260,62,4700,2800,5400,12100,271,76282049,595,26500,30.4664261934346,0.838525491562421,35,377,2,0.0746799268927503
8.08,6.6,6.95890410958904,8.76712328767123,0.4217,0.8367,0.33,0.336,0.318,1390,15361,6190,29500,953,419,16976,87,4485,3142,5285,11842,328,63803501,568,30157,30.4664261934346,0.279508497187474,36,377,2,0.29370599439237
8.06,6.34,6.9041095890411,8.35616438356164,0.3949,0.8007,0.305,0.316,0.302,1291,15591,6343,29406,1274,374,16609,75,3925,4150,5250,9775,264,58186344,535,29425,30.4664261934346,-0.279508497187474,37,377,2,0.234739808545134
7.88,6.07,6.68493150684932,8.16438356164384,0.4368,0.8447,0.31,0.308,0.309,1498,15231,3971,29761,1583,268,17823,85,4400,3050,5300,11900,389,60982327,551,35250,31.0254431878096,1.39754248593737,34,378,2,0.345897380916814
8.12,5.85,6.82191780821918,8.08219178082192,0.4526,0.8686,0.325,0.324,0.32,1508,13858,3689,29661,1553,384,17538,84,4412,3575,5312,11587,31,63772127,563,31812,31.5844601821845,1.95655948031232,33,379,2,0.848490359055661
7.87,4.8,6.57534246575342,8.35616438356164,0.4312,0.842,0.3,0.3,0.288,1341,13882,3031,29532,1383,263,16541,57,4050,2850,5350,12950,328,34498315,516,28800,31.5844601821845,-0.838525491562421,38,379,2,0.16036438186983
8.34,5.55,7.86301369863014,9.01369863013699,0.4957,0.9231,0.355,0.36,0.341,1185,12072,3084,29488,1680,377,16427,47,4500,3000,5400,13400,387,37023748,568,31200,32.7024941709344,0.279508497187474,36,381,2,0.157864376280118
8.34,5.55,7.86301369863014,9.01369863013699,0.4957,0.9231,0.355,0.36,0.341,1150,11933,3579,29600,2113,243,17235,60,4500,3000,5400,13400,381,19743938,568,31200,33.2615111653094,0.279508497187474,36,382,2,0.508659269642265
7.58,5.5,8.9041095890411,8.6027397260274,0.4806,0.8684,0.37,0.404,0.354,1106,8113,5498,29339,2077,453,16625,77,3300,4500,5133,8266,264,42986740,459,18033,34.3795451540593,0.838525491562421,35,384,2,0.603301000059333
8.1,7.8,5.75342465753425,7.72602739726027,0.4179,0.8266,0.325,0.328,0.313,470,12074,3774,29646,1163,473,16381,109,3965,4557,5111,9180,264,86995440,544,29788,34.9385621484342,8.10574641843674,22,385,2,0.161396968499513
8.1,7.92,6,7.75342465753425,0.4358,0.8555,0.35,0.356,0.34,482,13414,3858,29807,1330,451,16168,119,3728,4257,5260,10455,264,85153544,540,25904,34.9385621484342,7.54672942406179,23,385,2,0.635454324849744
8.03,6.66,6.19178082191781,7.20547945205479,0.4301,0.8559,0.34,0.336,0.324,498,15025,3353,29769,1589,479,16499,112,3788,4688,5211,8900,264,81997296,537,27422,34.9385621484342,6.98771242968684,24,385,2,0.843940575853591
7.83,6.66,5.50684931506849,6.84931506849315,0.3973,0.7971,0.29,0.288,0.297,566,15186,2558,29896,905,433,16912,150,3700,4400,5200,9100,265,77514588,525,28800,34.9385621484342,6.4286954353119,25,385,2,0.782269211946215
8.23,5.18,7.78082191780822,10,0.4743,0.8846,0.315,0.356,0.299,1086,6668,3272,29400,1351,297,18299,106,4200,4200,5000,10200,19,42934126,566,29400,34.9385621484342,1.39754248593737,34,385,2,0.264566354354165
8.34,7.95,6.08219178082192,8.79452054794521,0.4315,0.8575,0.34,0.352,0.335,866,10064,3774,29306,1308,480,16151,72,4200,4391,5091,9975,264,81567309,569,31866,35.4975791428092,8.10574641843674,22,386,2,0.314698962300904
8.09,8.21,6.16438356164384,8.21917808219178,0.4185,0.8321,0.34,0.344,0.329,841,9151,3858,29170,3109,545,15848,48,3746,4557,5134,9369,264,79186485,530,26576,35.4975791428092,7.54672942406179,23,386,2,0.183195571521365
7.95,6.89,6.32876712328767,8.65753424657534,0.4442,0.8703,0.35,0.364,0.346,661,10444,3353,29488,1661,490,16298,70,3700,4450,5250,10050,264,75535591,554,27000,35.4975791428092,6.98771242968684,24,386,2,0.447473272545392
8.23,5.18,7.78082191780822,10,0.4743,0.8846,0.315,0.356,0.299,1362,6917,3272,29299,4765,305,19284,88,4200,4200,5000,10200,264,36784221,566,29400,35.4975791428092,1.39754248593737,34,386,2,0.326678616614663
8.59,6.22,8.95890410958904,10.3835616438356,0.4754,0.8718,0.365,0.392,0.336,1502,6415,3915,29056,2676,457,18620,61,4250,4183,4983,9666,261,29010174,595,28033,35.4975791428092,-0.279508497187474,37,386,2,0.279816289960718
8.63,6.2,8.57534246575342,10.5753424657534,0.4417,0.8217,0.35,0.384,0.32,1804,6334,3437,29125,1234,420,18713,75,4142,4085,4928,9942,264,26034425,591,28685,35.4975791428092,-0.838525491562421,38,386,2,0.931763908416897
8.36,2.96,9.31506849315068,9.42465753424658,0.3899,0.7621,0.365,0.404,0.335,1633,7738,2139,29300,1242,301,19346,93,3600,5500,5500,8900,264,20711426,423,21000,35.4975791428092,-3.07459346906221,42,386,2,0.399692412962547
8.63,3.09,7.6986301369863,10,0.4237,0.8522,0.38,0.42,0.353,1615,8341,1993,29381,867,362,19358,99,3550,5050,5600,10050,265,19267625,520,25400,35.4975791428092,-3.63361046343716,43,386,2,0.379423156844245
8.35,3.6,7.45205479452055,9.64383561643836,0.3671,0.7432,0.33,0.368,0.309,1501,8238,2070,29106,2121,413,19333,66,3900,4800,5300,9800,264,20464793,482,28100,35.4975791428092,-4.19262745781211,44,386,2,0.592846449490407
8.8,5.52,9.0958904109589,8.65753424657534,0.3866,0.7712,0.425,0.424,0.395,1583,11112,3925,29245,1358,331,15963,60,3400,4200,5200,11900,264,17583553,550,20300,35.4975791428092,-9.22378040718663,53,386,2,0.0685066859472768
8.8,5.52,9.0958904109589,8.65753424657534,0.3866,0.7712,0.425,0.424,0.395,1681,10490,3134,29299,1431,331,16103,64,3400,4200,5200,11900,264,16441657,550,20300,35.4975791428092,-9.78279740156158,54,386,2,0.205237662103164
8.01,7.28,5.80821917808219,8.93150684931507,0.4002,0.7953,0.32,0.336,0.314,1825,8921,3175,28974,2764,512,16951,50,4011,4374,5044,9503,264,74697474,538,28514,36.0565961371841,8.10574641843674,22,387,2,0.723618278102201
8.26,7.16,6.16438356164384,9.12328767123288,0.4141,0.8241,0.335,0.356,0.327,2101,8094,3492,29067,1418,486,16187,55,3775,4500,5175,9462,264,71810892,532,29337,36.0565961371841,7.54672942406179,23,387,2,0.575147612830649
8.1,7.55,6.3013698630137,8.87671232876712,0.4332,0.8484,0.335,0.356,0.321,1873,10028,3293,29282,1814,488,16576,68,3800,4600,5100,8900,261,67782573,540,27300,36.0565961371841,6.98771242968684,24,387,2,0.200232503636967
8.27,5.68,7.31506849315068,10.3835616438356,0.3833,0.7218,0.295,0.332,0.285,2267,5813,2654,28942,936,347,18052,61,3833,4100,5000,10166,31,24090017,543,29233,36.0565961371841,-0.838525491562421,38,387,2,0.843480345277107
7.71,5.24,7.6986301369863,7.58904109589041,0.2719,0.5504,0.3,0.304,0.259,1827,9719,3026,29380,1422,331,17201,63,3200,5300,5400,9300,264,17820641,305,19600,36.0565961371841,-8.10574641843674,51,387,2,0.423730001010525
7.71,5.24,7.6986301369863,7.58904109589041,0.2719,0.5504,0.3,0.304,0.259,1531,10991,6477,29756,1217,372,16639,101,3200,5300,5400,9300,291,17187675,305,19600,36.0565961371841,-8.66476341281169,52,387,2,0.544750962597235
8.43,6.87,6.41095890410959,9.23287671232877,0.4283,0.8516,0.355,0.384,0.343,2149,8192,3330,29073,1937,529,16141,49,3900,4500,5166,9633,261,68123096,542,28866,36.6156131315591,7.54672942406179,23,388,2,0.527967383839007
7.08,6.94,6.52054794520548,7.56164383561644,0.3966,0.7877,0.285,0.32,0.287,1782,9284,3570,29165,2023,517,16527,55,3100,4450,5000,8550,261,63906063,323,19450,36.6156131315591,6.98771242968684,24,388,2,0.185107820794947
7.83,4.96,9.31506849315068,8.87671232876712,0.4142,0.7614,0.37,0.404,0.341,1793,5609,3440,28772,1433,442,18390,52,3075,4150,5050,9625,31,25392972,311,14575,36.6156131315591,-0.279508497187474,37,388,2,0.0816897139884339
7.47,5.15,8.6027397260274,8.95890410958904,0.3851,0.707,0.33,0.364,0.317,2410,5724,3255,28934,994,373,17452,53,3183,4066,5066,10283,261,23754483,341,17766,36.6156131315591,-0.838525491562421,38,388,2,0.464093622980913
8.38,4.2,8.76712328767123,8.95890410958904,0.4078,0.8234,0.355,0.38,0.32,1173,7026,1765,29433,566,255,17196,104,3600,4600,5200,9100,139,21946414,438,22200,36.6156131315591,-3.07459346906221,42,388,2,0.0305547757004935
8.31,4.72,8.93150684931507,9.06849315068493,0.3428,0.686,0.37,0.404,0.356,987,9109,2920,29255,1038,299,17765,65,3500,5200,5400,9700,264,17323294,485,21200,36.6156131315591,-6.98771242968684,49,388,2,0.434984157549178
7.46,5.13,8.10958904109589,8.76712328767123,0.3783,0.6802,0.32,0.348,0.306,2139,5370,3822,28553,3310,455,17490,30,3256,4143,5156,9631,264,22979533,376,19331,37.174630125934,-0.279508497187474,37,389,2,0.557864961322982
7.46,3.84,6.95890410958904,8.19178082191781,0.3278,0.6481,0.285,0.32,0.253,1317,6130,1463,28775,3489,426,17150,40,3166,5433,5516,8700,264,21763655,466,22933,37.174630125934,-3.07459346906221,42,389,2,0.638782129306526
8.14,4.7,7.83561643835616,9.91780821917808,0.3841,0.6939,0.31,0.344,0.282,2514,6835,3059,29432,960,331,17954,89,4040,4180,4990,9620,264,20552947,492,27600,37.733647120309,-0.279508497187474,37,390,2,0.0342174132925895
7.57,4.52,7.3972602739726,7.45205479452055,0.2847,0.5821,0.25,0.272,0.242,1140,8401,3524,29558,992,384,16259,66,3500,5600,5700,9200,31,14674311,399,23400,37.733647120309,-5.86967844093695,47,390,2,0.709900447291196
8.11,6.06,7.17808219178082,9.86301369863014,0.4253,0.815,0.35,0.392,0.328,2402,4265,2574,29061,1603,451,15335,57,4000,3700,5700,11000,261,29681088,571,30100,39.4106981034338,6.4286954353119,25,393,2,0.169323948454534
8.17,5.76,7.0958904109589,9.83561643835616,0.4241,0.8129,0.345,0.384,0.319,1801,4595,1777,29680,684,279,16608,142,4166,3633,5566,10700,291,27202277,572,30833,39.9697150978087,6.4286954353119,25,394,2,0.593382473210353
8.36,7.54,5.78082191780822,7.01369863013699,0.3439,0.8179,0.34,0.332,0.292,19,7697,10189,29583,5708,469,11559,32,3364,4543,5155,10477,340,42962712,550,29213,96.9894485240534,3.63361046343716,30,496,3,0.608064919326455
8.53,7.67,6.41095890410959,6.98630136986301,0.4176,0.841,0.385,0.372,0.347,827,11811,6784,29549,3008,488,15386,30,3471,4369,5124,11367,402,47610971,582,29990,97.5484655184283,4.75164445218705,28,497,3,0.772359586986895
8.4,8.27,5.80821917808219,6.6027397260274,0.3574,0.7801,0.335,0.324,0.299,1287,11177,10189,29194,2729,470,14343,28,3293,4471,5036,10686,340,55678397,546,30154,97.5484655184283,4.19262745781211,29,497,3,0.0562736157423926
8.26,8.26,5.31506849315068,6.65753424657534,0.3037,0.7199,0.3,0.3,0.26,1554,9550,10189,29267,5207,481,14616,25,3270,4576,5001,9390,264,54146290,513,30044,97.5484655184283,3.63361046343716,30,497,3,0.854725146948443
8.47,8.28,6.3013698630137,7.28767123287671,0.3767,0.7848,0.365,0.356,0.318,849,8739,8168,29804,4545,465,13028,40,3412,4384,5056,10686,340,50122451,567,29770,97.5484655184283,3.07459346906221,31,497,3,0.384284325544405
8,8.25,6.02739726027397,6.49315068493151,0.3514,0.7293,0.325,0.316,0.287,864,14062,5915,29923,2377,478,14441,49,3343,4587,4981,10931,402,38406338,534,27337,98.1074825128033,4.19262745781211,29,498,3,0.399618961028858
8.14,8.08,5.89041095890411,6.63013698630137,0.3432,0.732,0.32,0.316,0.279,1488,14485,5915,29577,2544,490,14699,42,3301,4663,4959,10592,402,75957525,522,28209,98.1074825128033,3.63361046343716,30,498,3,0.325417485398251
8.43,7.98,6.21917808219178,7.0958904109589,0.3808,0.7814,0.36,0.356,0.32,1564,12383,7604,29493,3348,482,14505,32,3469,4422,5086,11011,340,82185678,562,29483,98.1074825128033,3.07459346906221,31,498,3,0.555390110486142
8.36,7.28,6.3013698630137,7.34246575342466,0.3786,0.7873,0.365,0.348,0.324,29,10706,7552,29554,4250,486,14719,30,3590,4320,4937,11174,402,91676266,580,28346,98.1074825128033,2.51557647468726,32,498,3,0.295420103219611
7.72,7.98,6.93150684931507,7.56164383561644,0.367,0.7437,0.36,0.372,0.332,79,16440,2724,30003,3151,493,13697,69,3175,3737,4900,11537,389,22202358,588,31175,98.6664995071782,12.0188653790614,15,499,3,0.366120002034356
7.93,8.28,5.78082191780822,6.76712328767123,0.3576,0.7487,0.33,0.328,0.296,796,15156,3745,29315,2866,475,14523,28,3485,4557,4907,9992,340,102825541,538,28200,98.6664995071782,3.07459346906221,31,499,3,0.349048328671612
8.14,7.27,5.67123287671233,7.12328767123288,0.323,0.7333,0.325,0.324,0.294,168,12241,8508,29248,2822,412,14329,30,3710,4400,4970,9510,340,128996796,554,29960,98.6664995071782,2.51557647468726,32,499,3,0.630224055538105
8.25,7.28,6.21917808219178,7.26027397260274,0.3661,0.781,0.365,0.352,0.33,51,11002,8372,29761,4249,477,13030,33,3440,4309,4976,10897,340,114966290,567,28497,98.6664995071782,1.95655948031232,33,499,3,0.664442080806904
7.73,7.78,6.82191780821918,7.72602739726027,0.3612,0.7409,0.365,0.372,0.329,96,16102,3090,29810,2213,501,14988,57,3184,3823,4884,11861,389,30588760,586,30584,99.2255165015532,12.0188653790614,15,500,3,0.992096336616896
7.82,8.03,7.20547945205479,7.75342465753425,0.3714,0.7466,0.385,0.388,0.344,78,14331,2894,29825,2049,490,15235,54,3257,3836,4942,11947,389,28440319,583,30100,99.2255165015532,11.4598483846864,16,500,3,0.944361262162069
8.04,8.24,5.72602739726027,6.73972602739726,0.3511,0.7399,0.33,0.328,0.308,1163,15603,9213,29658,3004,524,15094,32,3425,4522,4981,10518,340,156123381,540,28592,99.2255165015532,2.51557647468726,32,500,3,0.350347861866455
8.24,8.17,5.72602739726027,7.01369863013699,0.3386,0.7398,0.33,0.328,0.31,1184,12150,8364,29405,3410,509,14538,27,3541,4400,4965,10139,340,209937375,539,30136,99.2255165015532,1.95655948031232,33,500,3,0.192997944876553
8.37,7.87,6.32876712328767,7.34246575342466,0.3859,0.793,0.375,0.368,0.354,509,12051,6039,29606,2905,469,14575,32,3486,4351,5081,10596,340,234663619,559,28017,99.2255165015532,1.39754248593737,34,500,3,0.919576138372647
8.43,8.35,6.43835616438356,7.45205479452055,0.3892,0.8104,0.385,0.372,0.346,42,11896,5629,29644,4304,496,14899,29,3571,4298,4953,10421,340,209673522,580,28801,99.2255165015532,0.838525491562421,35,500,3,0.288692050332415
8.31,8.59,6.71232876712329,7.53424657534247,0.4125,0.8399,0.41,0.38,0.363,0,11944,4438,29833,4311,515,13674,38,3716,4250,4816,11166,402,69829576,602,28700,99.2255165015532,0.279508497187474,36,500,3,0.550859427511333
7.93,7.62,6.95890410958904,7.89041095890411,0.3686,0.7558,0.39,0.384,0.34,185,18498,2739,29870,1807,480,14495,65,3033,3800,4866,12466,402,31056132,588,30133,99.7845334959281,12.0188653790614,15,501,3,0.919324153814327
8.34,7.51,7.45205479452055,7.67123287671233,0.4019,0.7916,0.435,0.408,0.37,223,15080,2373,29900,1603,480,12621,61,3400,3500,4900,12200,389,7954986,576,29000,99.7845334959281,11.4598483846864,16,501,3,0.0900485221385604
8.31,7.2,7.23287671232877,7.26027397260274,0.4456,0.835,0.41,0.396,0.383,62,10925,2606,29887,2290,521,15505,51,3154,4000,4854,12327,389,34635608,561,29281,99.7845334959281,7.54672942406179,23,501,3,0.257696302203106
8.54,8.64,6.57534246575342,7.04109589041096,0.4307,0.8221,0.4,0.384,0.383,704,17730,4964,29890,2891,569,15511,38,3625,4350,5100,11775,402,187502810,589,26500,99.7845334959281,2.51557647468726,32,501,3,0.427047957707649
8.24,8.38,6.41095890410959,7.01369863013699,0.4103,0.8139,0.385,0.372,0.364,1134,16965,5294,29772,2867,477,15007,39,3337,4479,5062,11075,402,258665916,563,27927,99.7845334959281,1.95655948031232,33,501,3,0.577723290040737
8.24,7.82,6.24657534246575,7.31506849315068,0.401,0.7913,0.365,0.348,0.344,967,15823,4660,29846,2176,481,15048,50,3626,4380,5146,11140,402,291844700,573,28100,99.7845334959281,1.39754248593737,34,501,3,0.899521394889066
8.19,8.45,5.86301369863014,7.17808219178082,0.3334,0.7522,0.345,0.336,0.32,420,14316,5948,29397,3981,487,14412,25,3519,4352,5053,9952,340,289769972,550,29790,99.7845334959281,0.838525491562421,35,501,3,0.218225616992869
8.24,8.39,6.3013698630137,7.28767123287671,0.338,0.7863,0.37,0.356,0.343,109,13125,7731,29667,4223,542,14507,30,3414,4393,4962,10260,340,195208269,558,29547,99.7845334959281,0.279508497187474,36,501,3,0.967031884473414
