GPP_cedar,GPP_fluxsat,GPP_zhang,GPP_MOD17A3HGF,GOME2_PK_SIF,GOME2_JJ_SIF,OCO2SIF,GOSIF,SIFOCO2,ELEVATION,BCCMASS,BCdepo,TA,RF,SM,SW,VPD,soilClayContent,soilWaterContent,soilPH,soilBulkDensity,soilTaxa,Ndepo,LAI,BIOMASS,longitude,latitude,indRows,indCols,Region,randomNum
8.21,8.37,7.01369863013699,7.80821917808219,0.3739,0.7188,0.38,0.356,0.363,196,6940,1734,29801,2877,555,14006,32,2962,3445,4488,10485,389,17032869,587,30945,-74.6287687490555,-2.51557647468726,41,189,1,0.608160988594066
8.14,8.33,6.93150684931507,7.80821917808219,0.3503,0.6882,0.36,0.344,0.349,178,7021,1817,29798,2861,494,13992,32,2928,3467,4429,9948,389,17197830,574,32458,-74.6287687490555,-3.07459346906221,42,189,1,0.326176172376762
8.21,8.04,7.26027397260274,7.89041095890411,0.3731,0.7155,0.375,0.348,0.357,164,7144,1861,29836,2759,486,13965,33,2757,3518,4381,8346,389,17397616,580,33159,-74.6287687490555,-3.63361046343716,43,189,1,0.880847202361808
8.22,7.72,7.34246575342466,7.89041095890411,0.3722,0.7075,0.36,0.34,0.345,135,7296,1816,29848,2678,473,14122,35,2605,3497,4391,4834,389,17791740,572,31232,-74.6287687490555,-4.19262745781211,44,189,1,0.133394613360925
8.19,7.69,7.6986301369863,7.91780821917808,0.3932,0.7374,0.37,0.348,0.352,124,7424,1791,29857,2740,466,14289,35,2762,3708,4309,6388,402,18047350,583,31111,-74.6287687490555,-4.75164445218705,45,189,1,0.102407789887338
8.25,8.19,8.02739726027397,7.94520547945205,0.4131,0.7794,0.39,0.368,0.372,123,7511,1871,29862,2697,481,14311,36,2885,3837,4296,8575,402,18445482,592,33605,-74.6287687490555,-5.310661446562,46,189,1,0.959116903133932
8.23,7.84,8.16438356164384,8.02739726027397,0.4188,0.7938,0.395,0.372,0.377,141,7585,1921,29882,2590,476,14526,39,2932,3820,4331,8350,402,19142712,589,32364,-74.6287687490555,-5.86967844093695,47,189,1,0.152901999674792
8.29,8.28,8.21917808219178,8.10958904109589,0.4145,0.7964,0.39,0.372,0.372,145,7647,1958,29852,2467,468,14864,40,2941,3846,4420,9147,402,19928799,588,34133,-74.6287687490555,-6.4286954353119,48,189,1,0.152538081095451
8.33,8.68,8.32876712328767,8.10958904109589,0.4209,0.8244,0.4,0.388,0.379,181,7651,1757,29822,2322,534,14904,42,2983,3786,4628,11332,402,20712073,588,32196,-74.6287687490555,-6.98771242968684,49,189,1,0.155552588056628
8.37,8.39,8.49315068493151,8.13698630136986,0.4354,0.849,0.41,0.4,0.39,166,7694,1757,29799,2527,527,14945,41,3009,3829,4676,11145,402,22360876,593,31861,-74.6287687490555,-7.54672942406179,50,189,1,0.089569402926861
8.2,7.72,8.41095890410959,8.10958904109589,0.4294,0.8438,0.405,0.384,0.393,246,7977,1743,29887,2434,477,15226,46,3051,3960,4569,10158,402,24054799,597,31881,-74.6287687490555,-8.10574641843674,51,189,1,0.454424561403129
8.23,8.01,8.52054794520548,8.10958904109589,0.4504,0.8767,0.42,0.392,0.407,248,8261,1851,29879,2547,514,15234,47,2950,3800,4557,10471,389,24982117,601,29264,-74.6287687490555,-8.66476341281169,52,189,1,0.668895692810288
8.15,8.64,8.32876712328767,7.78082191780822,0.4102,0.8433,0.385,0.38,0.368,273,8174,2103,29540,3048,537,14643,37,3153,4445,4949,10670,48,25517455,556,29011,-74.6287687490555,-9.22378040718663,53,189,1,0.831301681950567
8.13,8.93,8.21917808219178,7.94520547945205,0.3935,0.8342,0.385,0.38,0.366,336,7885,2274,29577,3436,566,14469,34,3199,4393,4952,11131,402,26308260,553,29215,-74.6287687490555,-9.78279740156158,54,189,1,0.790235136913713
8.24,9.08,7.80821917808219,7.89041095890411,0.3743,0.8227,0.375,0.376,0.355,618,7510,2418,29576,2710,552,14505,42,3288,4493,4995,10404,402,26457793,535,29075,-74.6287687490555,-10.3418143959365,55,189,1,0.712710917791988
8.19,8.99,7.83561643835616,7.89041095890411,0.3583,0.8054,0.36,0.376,0.347,1653,6953,2083,29338,2139,521,14754,41,3145,4897,5191,9533,264,26228138,520,27277,-74.6287687490555,-10.9008313903115,56,189,1,0.472597505041781
6.45,6.53,8,7.20547945205479,0.2519,0.6435,0.225,0.26,0.259,3401,6646,3602,29124,2069,496,14614,38,2710,4972,5415,7785,375,25660200,441,20055,-74.6287687490555,-11.4598483846864,57,189,1,0.708588152395748
6.38,4.98,7.78082191780822,7.04109589041096,0.2216,0.5877,0.205,0.24,0.266,3984,5373,3151,28513,2365,449,15188,22,2688,4629,5394,8035,261,25049634,433,22682,-74.6287687490555,-12.0188653790614,58,189,1,0.958059481020265
8.17,6.59,7.75342465753425,7.53424657534247,0.3532,0.7191,0.365,0.364,0.313,25,6145,2616,29749,3282,454,13806,53,3200,4993,5240,10220,375,16140243,525,28860,-74.0697517546805,10.9008313903115,17,190,1,0.505775562297944
8.01,7.24,7.3972602739726,7.36986301369863,0.3284,0.6798,0.335,0.344,0.323,53,7085,1422,30010,1683,472,16487,85,3300,4900,5225,9850,389,21040655,554,29375,-74.0697517546805,10.3418143959365,18,190,1,0.305053115317479
7.9,6.77,7.26027397260274,6.98630136986301,0.4176,0.7949,0.395,0.392,0.358,22,8884,1441,29987,3767,539,15629,59,3300,4400,5100,11100,255,44539083,547,29900,-74.0697517546805,8.66476341281169,21,190,1,0.789811183801969
7.83,6.99,6.52054794520548,7.0958904109589,0.3769,0.7543,0.335,0.348,0.328,50,8610,2039,29666,4524,555,14996,39,3557,4494,4984,9889,255,53705152,536,28884,-74.0697517546805,8.10574641843674,22,190,1,0.236386963587832
8.16,7.87,6.46575342465753,7.3972602739726,0.4021,0.7905,0.35,0.348,0.341,125,8994,2259,29661,3324,552,15292,39,3565,4512,4846,10090,340,61004100,546,29528,-74.0697517546805,7.54672942406179,23,190,1,0.234302833273045
8.3,8.15,6.54794520547945,7.56164383561644,0.4287,0.8022,0.375,0.368,0.361,343,9615,3541,29911,2968,553,16174,56,3707,4253,4776,11807,389,67292219,561,30600,-74.0697517546805,6.98771242968684,24,190,1,0.464699398608742
8.18,7.21,6.13698630136986,7.31506849315068,0.4215,0.8057,0.34,0.332,0.315,919,8446,4730,29971,2090,530,17071,84,2950,4950,5050,10000,389,68145685,457,16200,-74.0697517546805,6.4286954353119,25,190,1,0.619386801215951
8.4,7.36,6.24657534246575,7.72602739726027,0.4248,0.8087,0.355,0.348,0.344,618,6742,3659,29710,2370,540,16982,65,3231,4575,5018,11712,255,68449534,512,20181,-74.0697517546805,5.86967844093695,26,190,1,0.615329400167534
6.73,6.19,5.58904109589041,7.89041095890411,0.3503,0.7013,0.235,0.3,0.233,448,5315,3549,28540,4030,481,14122,28,2950,5185,5414,8807,261,60569821,490,25707,-74.0697517546805,4.19262745781211,29,190,1,0.12262390155605
6.99,6.74,5.6986301369863,7.58904109589041,0.3461,0.7138,0.265,0.32,0.268,661,6588,3549,29077,2383,504,15610,35,3050,5308,5535,9018,261,53675625,474,26968,-74.0697517546805,3.63361046343716,30,190,1,0.123793528327212
8.17,7.7,6.52054794520548,7.78082191780822,0.4015,0.7819,0.365,0.384,0.361,1387,7798,2959,29579,2615,535,15706,57,3382,4576,5066,11261,375,50166640,563,26541,-74.0697517546805,3.07459346906221,31,190,1,0.284458991295818
8.36,8.21,6.98630136986301,8.08219178082192,0.4326,0.8067,0.405,0.404,0.386,1424,8429,2127,29758,2799,545,15451,55,3172,4217,5050,12010,389,42741143,592,25930,-74.0697517546805,2.51557647468726,32,190,1,0.735732806826117
8.22,7.7,6.82191780821918,7.83561643835616,0.4337,0.7945,0.395,0.376,0.374,265,7895,1966,29804,2758,557,14657,47,3034,4000,4772,11252,389,31368316,602,27150,-74.0697517546805,1.39754248593737,34,190,1,0.411308102983038
8.15,8.15,6.6027397260274,7.72602739726027,0.4196,0.7733,0.38,0.36,0.362,247,7475,1861,29799,2837,513,14328,38,2813,3787,4563,11505,389,25864121,593,28077,-74.0697517546805,0.838525491562421,35,190,1,0.828981892712714
8.15,8.31,6.54794520547945,7.67123287671233,0.41,0.7601,0.38,0.36,0.362,220,7144,1744,29806,2929,484,14212,37,2691,3419,4465,11799,389,22738660,591,29200,-74.0697517546805,0.279508497187474,36,190,1,0.935114116049739
8.16,8.1,6.52054794520548,7.6986301369863,0.3971,0.7424,0.375,0.356,0.358,201,6942,1663,29818,2905,486,14100,36,2747,3240,4484,12281,389,21174944,590,30461,-74.0697517546805,-0.279508497187474,37,190,1,0.399066658162043
8.16,8.3,6.49315068493151,7.6986301369863,0.3875,0.7296,0.375,0.352,0.355,204,6831,1626,29814,2962,507,14019,33,2873,3357,4491,11776,389,18729120,585,31377,-74.0697517546805,-0.838525491562421,38,190,1,0.0522113801305755
8.21,8.34,6.6027397260274,7.6986301369863,0.3833,0.7283,0.38,0.36,0.361,194,6792,1624,29803,2931,551,13985,32,2844,3418,4561,10932,389,17858234,587,30093,-74.0697517546805,-1.39754248593737,39,190,1,0.571186102238472
8.22,8.22,6.65753424657534,7.6986301369863,0.3817,0.7241,0.38,0.364,0.365,174,6820,1624,29823,2938,473,14017,32,2797,3436,4494,11091,389,17582305,587,29662,-74.0697517546805,-1.95655948031232,40,190,1,0.747669975681756
8.24,8.24,6.84931506849315,7.78082191780822,0.3874,0.7356,0.39,0.364,0.37,190,7009,1738,29820,2797,529,14081,33,3021,3521,4482,10344,389,17049097,589,30591,-74.0697517546805,-2.51557647468726,41,190,1,0.320243558104215
8.21,8.37,6.84931506849315,7.80821917808219,0.3679,0.7124,0.38,0.356,0.36,183,7148,1820,29809,2770,545,14040,32,2964,3516,4450,9231,389,17188071,582,32333,-74.0697517546805,-3.07459346906221,42,190,1,0.492934318642196
8.19,8.24,6.93150684931507,7.86301369863014,0.3584,0.7018,0.37,0.348,0.351,154,7290,1832,29830,2763,486,13998,33,2906,3548,4404,9224,389,17360309,580,33032,-74.0697517546805,-3.63361046343716,43,190,1,0.221652754475949
8.2,8,7.20547945205479,7.89041095890411,0.3661,0.7125,0.37,0.348,0.353,123,7420,1824,29845,2701,484,14152,34,2910,3540,4358,7432,389,17698996,582,33180,-74.0697517546805,-4.19262745781211,44,190,1,0.939273742656297
8.13,7.75,7.61643835616438,7.94520547945205,0.4018,0.7557,0.385,0.356,0.361,117,7520,1950,29868,2727,475,14319,36,2796,3655,4316,7539,389,17638697,595,32771,-74.0697517546805,-4.75164445218705,45,190,1,0.482305289358003
8.23,7.68,7.94520547945205,7.94520547945205,0.4123,0.779,0.405,0.372,0.382,122,7581,2026,29878,2542,465,14320,37,2939,3877,4301,8788,402,18079467,597,31169,-74.0697517546805,-5.310661446562,46,190,1,0.539996086873947
8.18,7.76,7.80821917808219,7.94520547945205,0.3939,0.7583,0.38,0.356,0.362,121,7647,2073,29881,2587,474,14464,38,2907,3742,4297,8532,402,18751032,582,32529,-74.0697517546805,-5.86967844093695,47,190,1,0.221057099703633
8.24,8.27,8.05479452054795,8.02739726027397,0.397,0.7789,0.385,0.368,0.365,135,7724,2090,29836,2382,474,14689,40,2983,3718,4404,10432,402,19388333,581,34773,-74.0697517546805,-6.4286954353119,48,190,1,0.0959450018211512
8.31,8.83,8.27397260273973,8.08219178082192,0.4179,0.8137,0.395,0.38,0.373,158,7773,1905,29816,2211,553,14710,41,3040,3738,4645,11663,402,20076186,583,31463,-74.0697517546805,-6.98771242968684,49,190,1,0.0601654164594785
8.36,8.84,8.49315068493151,8.16438356164384,0.4336,0.8436,0.405,0.392,0.382,260,7889,1905,29795,2171,551,14748,43,3042,3697,4681,11195,402,21591519,590,31417,-74.0697517546805,-7.54672942406179,50,190,1,0.819508874942269
8.33,8.5,8.63013698630137,8.10958904109589,0.4362,0.854,0.41,0.396,0.39,159,8004,1894,29844,2394,466,15120,43,3019,3826,4615,10579,402,23045548,593,32346,-74.0697517546805,-8.10574641843674,51,190,1,0.771478304726038
8.24,8.11,8.6027397260274,8.10958904109589,0.4264,0.8483,0.405,0.384,0.389,180,8108,1904,29871,2367,461,15146,45,2993,3867,4472,9970,402,23823753,596,32938,-74.0697517546805,-8.66476341281169,52,190,1,0.195695731019737
8.21,8.22,8.35616438356164,8.10958904109589,0.419,0.8409,0.395,0.38,0.38,224,8173,1885,29847,2253,448,14738,49,2788,3797,4535,10484,402,24548098,588,32582,-74.0697517546805,-9.22378040718663,53,190,1,0.895118154553158
8.23,8.49,8.46575342465753,8.27397260273973,0.4214,0.861,0.4,0.392,0.385,412,8128,1998,29746,2861,484,14739,44,3009,4046,4730,10844,402,25423519,589,30529,-74.0697517546805,-9.78279740156158,54,190,1,0.684300146224145
8.08,8.73,8.02739726027397,8.19178082191781,0.3772,0.822,0.37,0.38,0.361,388,7960,2132,29482,4018,528,14919,34,3135,4426,4963,9703,402,25830741,562,29057,-74.0697517546805,-10.3418143959365,55,190,1,0.656846481247616
8.18,8.89,7.94520547945205,7.91780821917808,0.3748,0.8272,0.37,0.384,0.348,936,7708,2207,29330,3192,511,14903,33,3204,4703,5188,9982,402,25817443,544,28898,-74.0697517546805,-10.9008313903115,56,190,1,0.990381201487953
8.1,8.52,7.94520547945205,7.61643835616438,0.3686,0.8198,0.365,0.4,0.339,3079,7449,3572,29493,1810,487,14196,54,3126,4950,5325,9507,402,25704866,498,27473,-74.0697517546805,-11.4598483846864,57,190,1,0.0336917931210119
8,7.27,7.91780821917808,7.53424657534247,0.3508,0.7849,0.345,0.38,0.337,3419,5656,2724,29043,3101,492,14535,31,3043,4797,5340,9832,264,25539070,471,25551,-74.0697517546805,-12.0188653790614,58,190,1,0.424253270424153
7.29,6.15,7.34246575342466,7.36986301369863,0.2915,0.7197,0.305,0.332,0.279,3441,4830,1567,28359,2007,444,15880,18,2965,4952,5347,8708,261,25358302,429,24769,-74.0697517546805,-12.5778823734363,59,190,1,0.489983672806254
7.95,6.52,7.47945205479452,7.83561643835616,0.3526,0.7017,0.34,0.348,0.293,919,6464,2020,29165,3999,516,15484,31,3225,5025,5237,10175,264,20250278,533,29287,-73.5107347603056,10.9008313903115,17,191,1,0.583504470467278
7.58,7.24,6.76712328767123,7.42465753424658,0.2619,0.6107,0.295,0.316,0.29,1397,6596,2254,29875,1573,422,16032,103,3200,5100,5200,9400,375,23263496,571,28600,-73.5107347603056,10.3418143959365,18,191,1,0.0832697475812942
8.15,7.37,7.01369863013699,7.80821917808219,0.4078,0.7663,0.365,0.368,0.352,65,8179,1326,29718,2433,473,16570,67,3184,4568,5060,11400,255,35631512,568,28244,-73.5107347603056,9.22378040718663,20,191,1,0.660154629977784
8.15,7.55,6.87671232876712,7.78082191780822,0.4167,0.7836,0.37,0.368,0.353,31,8465,1528,29633,2601,465,16497,59,3281,4663,5136,10518,255,41132096,569,26563,-73.5107347603056,8.66476341281169,21,191,1,0.0523052207703927
8.06,7.09,6.46575342465753,6.76712328767123,0.3859,0.7639,0.345,0.332,0.324,189,6758,3074,29667,4434,561,15311,42,3000,4950,5500,9450,389,68238367,429,22250,-73.5107347603056,6.98771242968684,24,191,1,0.556830534131996
7.66,7.05,5.89041095890411,7.26027397260274,0.3284,0.6975,0.285,0.292,0.285,258,6358,3600,29127,2789,521,16281,28,2925,4931,5262,8937,264,69448838,469,23212,-73.5107347603056,6.4286954353119,25,191,1,0.712025249134944
8,6.87,5.50684931506849,8.10958904109589,0.2864,0.6553,0.27,0.268,0.265,1172,4757,3192,28804,2211,475,15706,34,3300,4100,5300,9600,264,70029582,507,27300,-73.5107347603056,5.86967844093695,26,191,1,0.487910625260071
6.84,6.48,5.3972602739726,7.28767123287671,0.335,0.684,0.22,0.276,0.233,2831,6018,2219,29094,1950,510,15275,37,2818,5800,5354,8590,261,69069536,445,26000,-73.5107347603056,4.75164445218705,28,191,1,0.617600645905979
6.91,6.23,5.75342465753425,7.56164383561644,0.3736,0.7342,0.25,0.312,0.186,2602,8048,1749,29681,1631,517,15658,75,2788,5822,5455,8822,388,61374388,451,26766,-73.5107347603056,4.19262745781211,29,191,1,0.213777574762031
8.12,7.72,6.84931506849315,7.86301369863014,0.433,0.798,0.39,0.368,0.367,413,8945,1865,29819,2912,548,15119,53,2922,4036,4879,11952,389,41662293,597,26133,-73.5107347603056,2.51557647468726,32,191,1,0.645658662061356
8.23,8.12,6.84931506849315,7.83561643835616,0.4324,0.7978,0.4,0.38,0.377,296,8037,1874,29774,2611,553,14626,43,3031,4098,4832,11435,389,33645669,598,27031,-73.5107347603056,1.95655948031232,33,191,1,0.380642291284627
8.16,8.1,6.68493150684932,7.80821917808219,0.4223,0.7791,0.39,0.368,0.369,295,7462,2010,29780,2552,558,14481,41,2878,3847,4652,11653,389,29697492,593,26686,-73.5107347603056,1.39754248593737,34,191,1,0.103712840186889
8.13,8.34,6.54794520547945,7.78082191780822,0.4107,0.7621,0.38,0.36,0.362,234,7071,1877,29779,2781,565,14174,37,2728,3632,4542,12240,389,24235479,588,28635,-73.5107347603056,0.838525491562421,35,191,1,0.377511518762747
8.1,8.31,6.3013698630137,7.6986301369863,0.3954,0.74,0.365,0.348,0.349,221,6837,1871,29783,2866,519,14097,34,2680,3438,4493,12099,389,21651588,583,29968,-73.5107347603056,0.279508497187474,36,191,1,0.262860807508653
8.17,8.32,6.35616438356164,7.72602739726027,0.3949,0.7402,0.375,0.352,0.355,206,6731,1747,29796,2976,487,14183,33,2541,3242,4453,12309,389,20358719,588,31727,-73.5107347603056,-0.279508497187474,37,191,1,0.241285612653001
8.16,8.3,6.27397260273973,7.6986301369863,0.3819,0.724,0.37,0.348,0.35,183,6722,1737,29792,3015,489,14087,32,2586,3246,4437,11966,389,18350297,583,31281,-73.5107347603056,-0.838525491562421,38,191,1,0.622924050374514
8.17,8.24,6.24657534246575,7.72602739726027,0.3711,0.7095,0.365,0.348,0.35,177,6751,1742,29809,2912,490,14018,32,2704,3332,4499,11145,389,17675770,581,31037,-73.5107347603056,-1.39754248593737,39,191,1,0.52292776215755
8.22,8.21,6.49315068493151,7.78082191780822,0.3813,0.7294,0.385,0.36,0.36,172,6821,1742,29817,2919,522,14090,32,2920,3350,4513,10311,389,17473694,590,28839,-73.5107347603056,-1.95655948031232,40,191,1,0.413237746494176
8.23,8.22,6.57534246575342,7.75342465753425,0.3866,0.7342,0.385,0.36,0.362,145,7069,1731,29829,2880,489,14123,32,2944,3507,4481,9707,389,17081554,590,29739,-73.5107347603056,-2.51557647468726,41,191,1,0.217792035525866
8.24,8.24,6.68493150684932,7.75342465753425,0.3897,0.7421,0.39,0.364,0.368,141,7253,1736,29839,2860,478,14120,33,2924,3583,4441,9199,389,17038751,592,30975,-73.5107347603056,-3.07459346906221,42,191,1,0.858553617120829
8.24,8.14,6.98630136986301,7.80821917808219,0.3989,0.757,0.4,0.368,0.374,150,7454,1757,29852,2779,501,14210,34,3090,3601,4405,9484,389,17165164,596,30040,-73.5107347603056,-3.63361046343716,43,191,1,0.861008253299634
8.16,7.9,7.20547945205479,7.83561643835616,0.3866,0.7427,0.39,0.364,0.372,143,7569,1828,29857,2650,475,14204,34,3089,3631,4370,9256,389,17345574,588,31821,-73.5107347603056,-4.19262745781211,44,191,1,0.283939011564831
8.17,7.82,7.26027397260274,7.89041095890411,0.3826,0.7396,0.38,0.356,0.362,114,7607,1979,29839,2604,510,14255,35,2980,3711,4358,8835,389,17544495,587,33614,-73.5107347603056,-4.75164445218705,45,191,1,0.615392848945124
8.18,8.12,7.31506849315068,7.89041095890411,0.3715,0.7339,0.375,0.352,0.356,113,7667,2041,29833,2552,527,14336,36,2975,3765,4326,8727,402,17797549,581,34160,-73.5107347603056,-5.310661446562,46,191,1,0.779489501843974
8.2,8.19,7.58904109589041,7.94520547945205,0.3797,0.7499,0.375,0.356,0.358,116,7757,2115,29832,2512,484,14422,37,2954,3745,4336,8663,402,17967672,577,35083,-73.5107347603056,-5.86967844093695,47,191,1,0.954847311419425
8.27,8.48,7.94520547945205,8.02739726027397,0.4061,0.7943,0.39,0.372,0.37,167,7847,2118,29822,2264,556,14646,40,3051,3814,4358,10160,402,18307400,584,35054,-73.5107347603056,-6.4286954353119,48,191,1,0.919603246226261
8.34,8.81,8.21917808219178,8.08219178082192,0.4258,0.8286,0.405,0.384,0.378,236,7948,1969,29811,2238,554,14760,41,2900,3648,4475,11721,402,18804412,588,32173,-73.5107347603056,-6.98771242968684,49,191,1,0.384815703553521
8.27,8.85,8.43835616438356,8.05479452054795,0.419,0.8259,0.395,0.38,0.381,285,8290,1969,29807,2181,549,14839,42,2797,3663,4514,11882,402,19921838,588,31034,-73.5107347603056,-7.54672942406179,50,191,1,0.162643016406274
8.32,8.82,8.73972602739726,8.05479452054795,0.4301,0.8498,0.405,0.392,0.386,253,8404,2015,29799,2298,545,14874,43,2902,3799,4557,11137,402,21027047,592,31270,-73.5107347603056,-8.10574641843674,51,191,1,0.796751419775717
8.3,8.69,8.82191780821918,8.05479452054795,0.4335,0.8614,0.405,0.392,0.386,197,8367,1996,29803,2416,545,14953,43,2926,3792,4527,10634,402,22100299,593,30950,-73.5107347603056,-8.66476341281169,52,191,1,0.113817179634133
8.23,8.58,8.49315068493151,8.02739726027397,0.4207,0.8466,0.39,0.376,0.376,178,8314,1961,29802,2264,520,15144,48,2801,3790,4571,10814,402,22609384,587,30460,-73.5107347603056,-9.22378040718663,53,191,1,0.158824298675419
8.28,8.75,8.3013698630137,8.02739726027397,0.4224,0.8633,0.395,0.384,0.377,195,8148,2022,29780,2380,477,15246,47,2834,3704,4743,11859,402,23654037,585,29057,-73.5107347603056,-9.78279740156158,54,191,1,0.355828116252427
8.28,8.93,8.19178082191781,8.10958904109589,0.4282,0.8794,0.405,0.396,0.387,247,7987,1879,29792,2486,479,15329,48,2927,3754,4785,11891,402,24576638,589,28325,-73.5107347603056,-10.3418143959365,55,191,1,0.847758564395726
8.31,9.03,8.21917808219178,8.10958904109589,0.4248,0.8859,0.405,0.404,0.391,633,7949,1997,29770,2346,525,15131,49,3030,3921,4779,11537,402,24996054,593,29340,-73.5107347603056,-10.9008313903115,56,191,1,0.582781196988989
7.94,9.07,7.83561643835616,7.97260273972603,0.3848,0.8419,0.37,0.4,0.36,1275,7895,2193,29592,2704,544,14666,41,3057,4490,5024,10633,402,25794199,556,27457,-73.5107347603056,-11.4598483846864,57,191,1,0.586177665240051
7.71,8.59,6.95890410958904,7.64383561643836,0.3164,0.7447,0.33,0.356,0.32,841,6731,1935,28893,3651,490,14168,20,3074,4836,5265,9098,264,26517940,490,26895,-73.5107347603056,-12.0188653790614,58,191,1,0.925837988949836
7.64,7.98,6.73972602739726,7.47945205479452,0.3059,0.7279,0.315,0.34,0.3,1266,5775,2721,28796,3407,462,14712,26,3079,4895,5323,8879,261,26744338,456,27274,-73.5107347603056,-12.5778823734363,59,191,1,0.575078267707539
7.24,5.87,6.27397260273973,6.6027397260274,0.2514,0.627,0.29,0.32,0.291,3072,4022,2721,28910,1444,386,15736,41,2846,4576,5315,9092,261,27122547,410,25807,-73.5107347603056,-13.1368993678113,60,191,1,0.00997739496020689
8.07,7.07,6.87671232876712,7.75342465753425,0.3962,0.741,0.33,0.336,0.304,1121,6946,1428,29708,2379,469,16265,59,3300,4800,5300,9600,265,20915217,549,26700,-72.9517177659306,10.9008313903115,17,192,1,0.809377285817869
8.19,7.27,7.3972602739726,7.67123287671233,0.3754,0.7368,0.345,0.356,0.311,2811,7153,848,29309,4556,537,15769,43,3568,4975,5525,9731,264,23564490,535,29137,-72.9517177659306,10.3418143959365,18,192,1,0.608808359591158
8.65,7.3,8.10958904109589,7.72602739726027,0.4626,0.8517,0.41,0.416,0.378,64,8260,848,29469,2171,468,16124,58,3229,4712,5420,11437,375,28520970,560,25862,-72.9517177659306,9.78279740156158,19,192,1,0.479913680376225
8.33,7.4,7.47945205479452,7.78082191780822,0.4329,0.7924,0.38,0.38,0.362,116,9286,963,29820,1237,366,16660,74,3251,4411,5166,12150,220,33429789,580,28736,-72.9517177659306,9.22378040718663,20,192,1,0.268440158291067
8.11,7.53,6.57534246575342,7.64383561643836,0.4046,0.7638,0.355,0.352,0.341,549,9563,1173,29648,1485,468,16755,58,3335,4657,5028,10671,375,36609359,557,27307,-72.9517177659306,8.66476341281169,21,192,1,0.2580963839959
7.98,6.74,5.6986301369863,7.72602739726027,0.3784,0.727,0.29,0.292,0.291,419,9004,1872,29322,1659,418,16394,47,3050,4800,5200,10000,264,46573471,556,28700,-72.9517177659306,8.10574641843674,22,192,1,0.481009535929008
7.24,6.31,5.61643835616438,7.28767123287671,0.269,0.6043,0.255,0.276,0.227,110,7294,4795,28982,5897,558,13420,28,2766,5200,5300,8600,264,58288990,479,25800,-72.9517177659306,7.54672942406179,23,192,1,0.227341483977128
7.81,5.13,5.28767123287671,7.26027397260274,0.2827,0.6304,0.27,0.268,0.252,1246,4342,3262,28780,3387,517,16536,26,2800,4300,5366,9000,264,69993205,418,24100,-72.9517177659306,6.4286954353119,25,192,1,0.0486022982418921
7.91,6.87,5.34246575342466,8.02739726027397,0.2924,0.6508,0.265,0.264,0.253,1796,4933,4889,28546,2011,498,15834,31,3233,4233,5300,9500,261,70899672,490,26566,-72.9517177659306,5.86967844093695,26,192,1,0.169241814542259
7.12,6.59,5.78082191780822,7.61643835616438,0.344,0.7049,0.28,0.316,0.28,2718,6493,1618,28539,2803,539,14716,17,2980,5700,5280,8520,261,71520600,483,27160,-72.9517177659306,5.310661446562,27,192,1,0.25844630775063
7.88,6.59,6.38356164383562,8.6027397260274,0.4056,0.7864,0.335,0.352,0.325,2318,8542,1531,29787,1996,512,15583,79,2900,5400,5200,9100,375,70171881,582,22900,-72.9517177659306,4.75164445218705,28,192,1,0.197910057556161
8.27,7.54,7.06849315068493,7.75342465753425,0.4465,0.8201,0.41,0.384,0.385,258,8717,1786,29838,2521,546,15028,54,2860,3853,4846,11960,389,40416107,601,24180,-72.9517177659306,2.51557647468726,32,192,1,0.605693064183021
8.18,8.36,6.76712328767123,7.80821917808219,0.4234,0.7823,0.39,0.376,0.373,258,7667,1894,29773,2605,553,14514,42,2771,3741,4712,11765,389,32148104,596,27125,-72.9517177659306,1.95655948031232,33,192,1,0.82370364537992
8.16,8.36,6.6027397260274,7.78082191780822,0.4125,0.7628,0.38,0.364,0.366,283,7156,2022,29753,2719,533,14423,38,2721,3635,4667,12196,389,28083934,589,26186,-72.9517177659306,1.39754248593737,34,192,1,0.810614962671604
8.06,8.17,6.3013698630137,7.72602739726027,0.3904,0.7266,0.36,0.348,0.351,237,6817,1923,29747,3003,518,14136,34,2874,3720,4814,12381,389,22736633,572,28194,-72.9517177659306,0.838525491562421,35,192,1,0.802237016029933
8.08,8.11,6.24657534246575,7.6986301369863,0.3828,0.7192,0.36,0.344,0.346,220,6683,1879,29772,3056,488,14065,33,2975,3570,4654,12257,389,20678523,574,29418,-72.9517177659306,0.279508497187474,36,192,1,0.708113376406747
8.15,8.2,6.13698630136986,7.67123287671233,0.3783,0.713,0.36,0.34,0.344,208,6635,1796,29784,2916,486,14187,34,2764,3440,4531,11944,389,19648601,575,30979,-72.9517177659306,-0.279508497187474,37,192,1,0.859377854303028
8.16,8.25,6.05479452054795,7.6986301369863,0.3721,0.7075,0.36,0.34,0.345,200,6660,1786,29794,2977,549,14085,32,2706,3353,4476,10851,389,18061901,580,31434,-72.9517177659306,-0.838525491562421,38,192,1,0.781084518001382
8.19,8.32,6.16438356164384,7.6986301369863,0.3736,0.7117,0.37,0.348,0.35,173,6753,1813,29801,2934,553,14027,32,2620,3264,4448,10392,389,17568341,585,31667,-72.9517177659306,-1.39754248593737,39,192,1,0.203796851047344
