SIF,ELEVATION,BCCMASS,TA,RF,SW,VPD,Region,randomNum
3782,37,8603,29919,3051,14126,42,1,0
3904,58,10138,29937,3011,14270,45,1,1
3874,46,11037,29934,3044,14391,46,1,0
3838,43,11865,29941,2733,14315,46,1,1
3806,40,12345,29923,2746,14317,46,1,0
3821,51,12601,29925,2854,14472,47,1,1
3878,57,12798,29947,2774,14535,52,1,0
4045,62,13085,29933,2831,14499,47,1,0
3996,68,13333,29921,2737,14540,50,1,0
4023,70,13572,29923,2705,14560,53,1,1
4121,84,14888,29929,2666,14595,58,1,1
4140,116,16337,29933,2545,14757,64,1,1
4170,112,16496,29936,2442,14790,69,1,1
4225,130,17064,29924,2366,14907,72,1,0
4319,162,16536,29918,2308,15011,73,1,0
4379,217,15422,29910,2205,15155,75,1,0
4483,223,14970,29894,2049,15461,77,1,1
4695,217,14959,29865,2077,15633,76,1,0
4391,272,14734,29848,1772,15722,76,1,0
4149,377,14528,29829,1820,15775,74,1,0
4214,225,14640,29843,1840,15818,74,1,1
4683,175,14571,29825,1795,15892,72,1,0
4524,194,14009,29818,1811,15912,71,1,0
4544,238,13882,29867,1401,15880,84,1,1
3562,14,4182,29928,2445,12356,57,1,0
3497,16,4200,29915,2143,14419,53,1,1
3558,59,4238,29867,1754,15457,50,1,1
3663,177,4305,29808,1463,14997,53,1,1
3633,172,4455,29825,1335,15222,59,1,1
3149,322,4363,29565,1688,15078,41,1,1
2986,810,4183,29575,1579,14882,49,1,0
2873,1055,4092,29536,1953,14795,46,1,1
2436,986,4114,29587,1577,16237,72,1,0
3750,116,6096,29971,2058,15279,81,1,0
4113,116,6097,29902,2439,14813,60,1,1
4095,67,6226,29900,2623,14704,54,1,0
3949,51,6693,29884,2724,14390,44,1,1
3865,46,6999,29878,2856,14212,41,1,0
3967,49,7154,29869,2990,14126,38,1,0
3953,57,7461,29867,2941,13962,36,1,1
4029,62,7924,29880,3018,13958,38,1,0
3829,57,8670,29890,3307,14044,42,1,0
3741,58,10283,29942,3191,14161,49,1,0
3906,56,11238,29991,3256,14472,56,1,1
3718,30,12177,29928,2984,14311,42,1,1
3734,46,12666,29923,2929,14243,45,1,0
3769,46,12900,29941,2919,14549,47,1,1
3937,51,13118,29969,2592,14593,55,1,1
4029,51,13413,29939,2845,14534,50,1,1
3996,67,13688,29927,2722,14583,50,1,0
4107,76,14031,29927,2660,14569,53,1,1
4109,89,14390,29929,2705,14550,56,1,1
4174,113,14473,29928,2560,14764,64,1,1
4191,126,14836,29931,2482,14775,70,1,0
4223,131,15556,29933,2319,14887,73,1,1
4347,169,15765,29931,2266,15022,74,1,1
4383,208,15382,29927,2211,15186,75,1,0
4340,203,14982,29897,2021,15422,78,1,1
4517,241,14682,29836,2094,15479,75,1,0
4131,236,14180,29824,1935,15576,75,1,0
4231,296,14063,29789,1898,15657,74,1,1
4249,210,14345,29820,1759,16024,74,1,0
4338,219,13780,29699,2153,15872,64,1,1
4571,201,13589,29825,1670,15830,75,1,1
3427,18,4169,29910,1933,13871,51,1,1
3517,39,4230,29856,2007,15524,46,1,0
3542,137,4322,29805,1676,14711,47,1,0
3443,183,4578,29802,1704,14776,49,1,0
3513,546,4679,29744,1950,14696,43,1,0
2791,749,4574,29550,2214,14496,37,1,0
2476,662,4291,29499,2312,14305,38,1,0
2563,984,4215,29666,1438,16234,75,1,1
3818,90,5743,29955,1993,15215,82,1,1
3961,118,5665,29881,2255,14737,63,1,1
4070,100,5775,29863,2582,14665,54,1,0
4208,73,6306,29873,2690,14457,45,1,1
3994,66,6628,29854,2885,14269,42,1,0
4054,63,6826,29861,2876,14176,41,1,0
3995,68,7225,29870,3114,14065,38,1,1
4110,88,7841,29918,3234,14227,42,1,1
3953,75,8715,29892,2950,14341,49,1,1
3794,42,10341,29920,2917,14281,53,1,1
3811,47,11341,29978,2993,14603,58,1,1
3773,24,12301,29936,3058,14353,44,1,0
3769,43,12811,29959,2642,14290,54,1,0
3916,41,13056,29947,2993,14684,46,1,0
4060,46,13258,29946,2959,14732,50,1,1
4040,50,13597,29941,2874,14582,49,1,0
4051,66,13949,29918,2824,14613,51,1,0
4049,83,14489,29911,2819,14590,53,1,1
4148,88,14533,29891,2897,14547,55,1,0
4155,127,14420,29928,2552,14748,64,1,1
4245,134,14678,29934,2479,14802,71,1,1
4345,144,15330,29933,2316,14919,75,1,0
4361,157,15965,29924,2278,15032,76,1,0
4411,162,15616,29915,2234,15169,77,1,1
4386,195,15033,29871,2119,15368,75,1,0
4427,347,14567,29816,1979,15399,74,1,1
4098,282,13696,29788,1927,15535,77,1,1
4076,323,13525,29744,1998,15616,75,1,1
4032,359,13592,29766,1876,15675,74,1,0
4404,264,13636,29820,1676,15918,74,1,1
4476,522,14048,29818,1444,15928,74,1,1
4642,503,14217,29763,1931,15934,70,1,1
3407,21,4232,29899,2269,13530,50,1,0
3401,45,4333,29821,2061,14486,43,1,1
3352,96,4653,29783,2082,14130,41,1,1
3381,144,4823,29787,2196,14149,42,1,1
3244,158,4902,29805,2321,14143,43,1,0
2732,566,4832,29723,2459,14179,40,1,1
2890,712,4600,29666,1518,15291,55,1,0
3054,437,4738,29757,1355,15731,69,1,0
3383,199,5086,29880,1669,14997,76,1,1
3096,94,5268,29841,1851,14516,70,1,0
3744,137,5208,29927,1626,14626,82,1,0
3795,175,5391,29809,2259,14374,56,1,1
3925,238,5453,29796,2480,14411,53,1,1
3972,139,5916,29856,2619,14554,49,1,0
3939,149,6284,29853,2807,14430,46,1,0
4059,148,6659,29855,2671,14277,46,1,0
3958,182,7204,29866,2758,14248,45,1,1
4011,93,7874,29888,3001,14577,45,1,1
3831,71,8760,29907,2775,14624,51,1,0
3820,104,10370,29911,2567,14395,54,1,0
3841,66,11254,29936,2959,14559,50,1,1
3827,25,12135,29977,2768,14527,55,1,0
3946,39,12605,29965,2673,14464,51,1,1
4039,40,12928,29951,2723,14738,51,1,0
3981,47,13239,29974,2485,14793,61,1,1
3991,54,13535,29943,2832,14641,55,1,1
4039,91,13861,29936,2740,14732,66,1,1
4091,138,14422,29921,2707,14779,69,1,0
4213,159,14506,29902,2802,14736,68,1,0
4150,142,14298,29910,2633,14678,68,1,0
4248,121,14642,29927,2549,14797,72,1,0
4290,156,15573,29941,2318,15129,78,1,1
4304,185,16487,29938,2317,15240,81,1,0
4391,228,16183,29907,2158,15309,84,1,0
4420,287,15715,29837,2054,15289,79,1,0
4464,360,15278,29820,1974,15389,77,1,1
4207,402,13982,29787,2031,15776,74,1,1
4092,473,13895,29827,1629,15835,85,1,1
3961,494,13552,29770,1805,15774,79,1,1
4087,535,13161,29700,1766,15806,75,1,1
4356,314,12988,29683,1849,16045,74,1,1
4395,264,13339,29796,1595,16088,75,1,0
3403,26,4338,29839,2328,14852,44,1,1
3312,80,4653,29809,2200,14136,41,1,1
3352,130,4820,29793,2215,13972,40,1,1
3264,142,4940,29802,2354,13963,42,1,0
3082,140,5000,29806,2157,14097,44,1,1
3315,606,4971,29839,1650,14667,58,1,0
3387,448,4973,29835,1692,14940,61,1,1
3446,180,5039,29840,1998,14390,62,1,0
3420,202,5066,29817,1969,14003,61,1,1
3615,149,5063,29856,1929,14111,66,1,1
3625,221,5225,29792,2201,14212,55,1,1
3576,293,5297,29731,2331,14326,50,1,1
3849,186,5608,29839,2722,14604,51,1,1
3930,167,6054,29835,2718,14533,51,1,1
3882,146,6522,29849,2888,14323,48,1,1
3990,158,7174,29875,2675,14280,48,1,0
3952,125,7907,29886,2568,14265,49,1,0
3775,80,8821,29906,2596,14194,50,1,0
3804,91,10417,29901,2687,14329,51,1,1
3850,60,11184,29947,2977,14578,53,1,0
3909,27,11935,29995,2600,14531,57,1,1
3919,39,12467,29959,2776,14422,48,1,1
3871,48,12830,29935,2723,14649,52,1,0
3877,51,13168,29946,2689,14764,59,1,1
3905,64,13509,29926,2895,14653,56,1,1
3892,111,13907,29957,2696,14900,73,1,0
4000,150,14470,29955,2766,14996,74,1,0
4208,177,14428,29930,2627,14945,73,1,1
4234,168,14398,29896,2657,14716,74,1,0
4342,138,14602,29894,2591,14756,76,1,1
4377,132,15220,29938,2262,15267,85,1,1
4458,156,15927,29941,2261,15469,88,1,1
4574,232,16524,29921,2113,15522,87,1,0
4497,303,16611,29843,2114,15373,84,1,0
4441,363,15927,29829,2034,15441,82,1,1
4217,399,14662,29851,1908,15845,84,1,0
4099,366,14360,29846,1821,16008,88,1,1
3298,57,4620,29931,2587,11239,53,1,1
3314,106,4823,29856,2506,14597,46,1,0
3325,107,4904,29847,2248,14276,47,1,1
3460,117,4990,29842,2117,14290,47,1,1
3451,137,4964,29839,1988,14411,52,1,1
3530,182,4940,29864,1943,14433,56,1,0
3551,119,4933,29865,2175,14197,59,1,1
3408,194,4919,29815,2439,14089,56,1,1
3505,203,4905,29809,2436,14159,57,1,0
3552,267,5193,29792,2399,14239,55,1,1
3522,302,5258,29723,2639,14425,50,1,1
3836,294,5497,29846,2729,14910,58,1,1
3822,193,6000,29877,2634,14922,59,1,1
3757,216,6500,29856,2716,14707,56,1,0
3884,131,7157,29886,2677,14456,53,1,1
3904,114,7895,29878,2670,14329,53,1,1
3849,140,8845,29919,2639,14206,49,1,0
3883,101,10519,29950,2801,14403,51,1,0
3970,58,11225,30024,2811,14689,66,1,1
3934,19,11875,29949,2712,14512,49,1,1
3870,39,12367,29953,2530,14472,54,1,0
3819,52,12764,29937,2443,14828,58,1,1
3849,78,13111,29935,2475,14904,64,1,0
3974,95,13433,29941,2530,14931,72,1,0
4116,113,14032,29971,2375,15279,77,1,0
4184,110,14466,29957,2659,15352,77,1,1
4268,116,14555,29976,2477,15317,78,1,0
4385,206,14684,29941,2688,15307,78,1,1
4534,228,14870,29909,2648,15204,77,1,0
4452,179,15282,29900,2302,15280,79,1,0
4510,206,15922,29922,2259,15567,84,1,1
4594,221,16711,29945,2019,15850,93,1,0
4782,359,17058,29879,2241,15703,81,1,1
4545,356,16330,29875,2197,15728,82,1,1
4231,376,15422,29862,2036,15752,85,1,1
4146,338,15159,29854,1821,15905,89,1,0
4108,386,14308,29833,1709,16106,91,1,1
3429,78,4824,29872,2221,14506,49,1,1
3362,82,4912,29859,2146,14465,48,1,1
3440,113,4881,29867,1986,14588,53,1,1
3704,148,4812,29867,1979,14579,56,1,0
3658,111,4755,29854,2234,14424,58,1,0
3397,132,4781,29811,2473,14402,57,1,1
3421,222,4822,29822,2362,14452,59,1,1
3550,266,5149,29816,2592,14382,56,1,1
3537,286,5353,29769,2404,14500,54,1,0
3605,332,5525,29821,2509,14980,62,1,0
3827,200,5913,29875,2545,15049,62,1,0
3768,238,6410,29846,2806,14875,57,1,1
3999,140,7099,29869,2620,14566,55,1,0
3964,119,7925,29907,2549,14414,56,1,1
3915,101,8933,29906,2839,14366,50,1,0
3917,85,10496,29977,2727,14377,53,1,1
4102,56,11154,29990,2758,14472,55,1,0
3925,19,11760,29953,2553,14453,50,1,1
3884,45,12297,29948,2362,14554,55,1,0
3896,68,12715,29920,2468,14762,57,1,1
3970,86,13060,29936,2415,14908,66,1,1
4037,105,13451,29950,2406,15187,73,1,0
4224,160,14056,29961,2464,15269,74,1,1
4235,149,14429,29929,2678,15195,77,1,0
4297,156,14549,29959,2652,15192,82,1,1
4447,182,14800,29982,2398,15645,89,1,1
4521,188,15061,29942,2415,15581,83,1,1
4649,226,15512,29878,2481,15285,80,1,1
5005,255,15850,29907,2301,15577,87,1,1
4902,238,16011,29925,1969,15971,98,1,1
4872,288,16147,29911,2165,15937,92,1,1
4716,321,16188,29906,2080,15983,94,1,1
4502,307,16255,29865,2045,15778,84,1,0
4232,313,15979,29844,1972,15801,85,1,0
4064,370,15155,29805,1961,15991,84,1,0
3611,17,4710,29891,2448,15368,50,1,1
3477,31,4841,29873,2196,14900,48,1,0
3603,79,4816,29863,1944,14760,55,1,1
3673,111,4738,29855,1999,14762,57,1,0
3621,131,4639,29859,2185,14714,61,1,0
3478,164,4647,29842,2317,14734,61,1,1
3472,249,4719,29844,2348,14771,62,1,0
3488,243,5126,29815,2709,14656,58,1,1
3571,260,5358,29826,2566,14714,59,1,0
3636,404,5520,29839,2530,15096,62,1,0
3820,250,5822,29870,2656,15172,62,1,0
3921,213,6298,29867,2672,15062,60,1,0
4057,154,7012,29892,2639,14728,56,1,0
4006,138,8019,29901,2629,14532,55,1,1
3907,104,9001,29920,2805,14502,51,1,1
4002,33,10374,29983,2927,14461,52,1,0
3961,16,10904,29955,2883,14359,48,1,0
3931,28,11555,29934,2595,14477,48,1,0
3857,68,12196,29921,2575,14618,50,1,1
3971,90,12771,29910,2609,14809,56,1,0
4035,138,13187,29931,2489,14989,65,1,1
4199,165,13495,29972,2273,15277,72,1,1
4189,127,13889,29926,2855,15162,67,1,0
4252,183,14348,29926,2584,15057,75,1,1
4385,231,14740,29899,2544,15134,80,1,1
4492,154,14537,29952,2471,15633,87,1,0
4477,174,14750,29948,2507,15660,84,1,1
4721,243,15567,29879,2334,15400,83,1,1
5028,264,15868,29905,2167,15650,89,1,1
4623,302,15790,29911,2007,16018,97,1,1
4600,387,15772,29921,2000,16064,100,1,1
4549,297,15985,29944,1807,16066,105,1,1
4439,306,16602,29852,2167,15817,84,1,1
4322,301,16043,29850,1976,15810,83,1,0
4195,356,15342,29835,1885,15921,83,1,0
4213,509,14442,29764,1540,16345,89,1,1
3789,8,4594,29919,2324,15706,55,1,0
3471,20,4771,29891,2276,15759,53,1,0
3626,91,4816,29839,1923,14902,56,1,1
3553,160,4748,29841,1774,14905,60,1,0
3480,203,4597,29825,1865,14990,66,1,1
3581,193,4534,29831,2031,15081,69,1,0
3581,229,4592,29840,2173,15130,69,1,0
3548,261,5017,29824,2525,15229,67,1,1
3603,288,5237,29842,2420,15282,69,1,1
3667,300,5342,29874,2534,15437,68,1,1
3872,249,5637,29881,2518,15474,65,1,0
3958,190,6059,29885,2718,15390,62,1,1
3948,125,6698,29913,2848,15093,56,1,1
3998,112,7859,29962,2640,14980,58,1,0
3997,91,9111,30007,3024,14770,61,1,1
4146,26,10043,29999,2892,14618,60,1,0
3978,26,10561,29937,2944,14505,48,1,0
3961,44,11328,29901,2670,14562,50,1,1
4048,86,12199,29922,2617,14839,57,1,1
4100,111,12905,29949,2371,15140,62,1,1
4122,156,13171,29923,2635,15137,61,1,0
4196,154,13344,29950,2342,15159,75,1,0
4226,162,13815,29881,2607,15130,74,1,0
4311,161,14520,29877,2544,15220,77,1,1
4367,220,15239,29880,2384,15334,80,1,1
4367,198,14948,29813,2298,15419,81,1,0
4417,217,14552,29844,2797,15510,81,1,0
4532,197,15321,29906,2242,15701,84,1,1
5070,259,15763,29909,2250,15843,90,1,0
4608,335,15873,29909,2105,15975,95,1,1
4436,353,15827,29900,1913,16136,101,1,1
4453,286,16021,29870,2125,16016,92,1,0
4442,311,15693,29864,1989,15934,90,1,0
4371,337,15034,29857,1853,16050,90,1,1
4420,332,14404,29852,1819,16138,89,1,1
4123,448,14021,29829,1565,16237,93,1,0
4399,560,13639,29827,1505,16283,99,1,1
3659,3,4594,29928,2054,14708,56,1,0
3537,15,4771,29907,2106,15790,56,1,0
3662,151,4816,29887,2030,15079,60,1,1
3564,244,4748,29836,2146,15016,58,1,1
3537,270,4597,29795,1880,14979,63,1,1
3499,251,4534,29809,1944,15079,67,1,0
3475,232,4592,29782,2145,15147,66,1,0
3521,259,5017,29820,2126,15381,75,1,1
3653,267,5237,29833,2051,15458,76,1,0
3763,238,5342,29858,2241,15602,73,1,0
3866,236,5637,29884,2314,15619,71,1,1
3945,202,6059,29869,2486,15486,67,1,0
3979,121,6698,29913,2722,15255,60,1,1
4033,61,7859,29970,2595,15314,61,1,0
3991,104,9111,30039,2928,14955,70,1,1
4079,14,10043,29951,3122,14729,57,1,0
4020,34,10561,29905,2992,14590,48,1,1
3868,53,11328,29907,2680,14647,52,1,1
4158,99,12199,29946,2292,15004,61,1,0
4199,124,12905,29926,2600,15233,59,1,0
4174,126,13171,29929,2476,15091,65,1,1
4252,133,13344,29928,2415,15100,73,1,1
4264,247,13815,29885,2358,15296,77,1,0
4457,250,14520,29891,2345,15371,80,1,0
4445,255,15239,29889,2307,15437,80,1,1
4495,394,14948,29819,2182,15660,83,1,1
4389,336,14552,29821,2637,15645,84,1,1
4477,202,15321,29896,2255,15747,86,1,1
5167,262,15763,29920,2080,15884,94,1,0
5219,278,15873,29912,2057,16021,98,1,1
4665,325,15827,29894,1919,16221,99,1,1
4351,336,16021,29864,2070,16101,94,1,0
4137,314,15693,29851,1906,16049,94,1,1
4202,326,14404,29855,1708,16362,99,1,0
4238,402,14021,29828,1613,16352,93,1,0
4212,462,13639,29824,1637,16268,93,1,0
3838,9,4414,29929,2026,15690,60,1,1
3567,14,4602,29915,1886,15900,62,1,1
3605,80,4626,29906,1978,15664,65,1,1
3624,177,4555,29896,1939,15632,66,1,0
3578,229,4519,29858,2082,15240,68,1,1
3451,288,4507,29845,2099,15207,70,1,1
3367,425,4509,29808,2052,15183,69,1,1
3490,361,4698,29804,1828,15617,77,1,1
3809,346,4937,29825,1873,15691,78,1,1
3872,331,5105,29834,1862,15630,79,1,1
3886,283,5367,29833,1873,15678,80,1,1
3972,270,5741,29836,1882,15686,79,1,0
4067,187,6268,29860,2063,15639,72,1,1
3999,65,7321,29930,2273,15673,68,1,1
4149,89,9706,29999,3020,15580,67,1,0
4018,87,10352,29961,2804,15251,64,1,0
3921,91,11246,29943,2494,15149,53,1,1
4098,63,12184,29922,2243,15082,58,1,1
4180,130,12307,29874,2287,15048,67,1,0
4212,153,12255,29882,2236,15222,72,1,1
4353,143,12803,29883,2354,15256,74,1,0
4430,243,13539,29897,2338,15389,78,1,1
4599,257,14695,29894,2224,15474,79,1,0
4579,272,15396,29887,2277,15568,80,1,0
4668,327,15476,29880,2119,15789,83,1,1
4502,503,14803,29823,1889,15702,84,1,1
4402,293,14729,29826,2248,15757,85,1,0
4732,273,15561,29886,2164,16063,91,1,1
4766,291,15991,29891,1828,16304,97,1,0
4698,375,15960,29877,1861,16164,93,1,0
3686,8,4228,29920,2049,15286,57,1,1
3452,18,4329,29900,2040,15817,59,1,0
3524,99,4321,29948,1946,15387,71,1,1
3492,137,4336,29902,1911,15599,69,1,0
3395,144,4351,29880,1891,15326,73,1,0
3385,201,4378,29824,2009,15240,71,1,1
3414,345,4371,29778,2052,15213,68,1,0
3530,497,4492,29807,1859,15491,76,1,0
3605,356,4676,29820,1854,15560,78,1,0
3702,347,4891,29795,1852,15538,77,1,0
3662,341,5145,29777,1893,15573,75,1,0
3841,347,5448,29778,1787,15651,76,1,1
4031,310,5902,29837,1951,15685,71,1,0
4024,144,6889,29908,2291,15691,69,1,0
4095,70,9330,30052,3320,16020,79,1,1
3943,97,10239,30001,2820,15304,73,1,1
4026,114,11145,29895,2478,15260,59,1,1
4241,92,11732,29880,2258,15204,61,1,0
4184,237,11497,29890,2116,15097,71,1,0
4332,226,11837,29886,2235,15303,73,1,0
4440,233,12516,29882,2263,15376,76,1,0
4619,251,13288,29897,2174,15449,80,1,1
4615,247,14300,29894,2192,15495,80,1,1
4570,259,14480,29879,2285,15559,81,1,0
5012,296,14840,29880,2218,15827,82,1,0
4615,423,14876,29856,1895,15831,84,1,1
4402,441,14319,29804,2227,15849,89,1,0
4682,296,15101,29885,2037,16128,98,1,0
4668,294,16153,29856,1978,16123,93,1,1
4550,354,15871,29871,1843,16097,94,1,1
4455,358,15738,29862,1720,16141,94,1,0
4441,366,16040,29848,1729,16220,94,1,1
4323,388,15205,29833,1711,16320,93,1,0
3818,5,4221,29904,2271,15565,55,1,0
3443,17,4272,29887,2104,15733,56,1,1
3373,89,4257,29892,1758,15321,66,1,0
3433,106,4301,29872,1812,15473,68,1,1
3321,169,4340,29886,1877,15351,74,1,1
3358,190,4373,29867,1905,15281,74,1,0
3447,378,4410,29833,1915,15268,72,1,0
3428,391,4536,29826,1811,15399,79,1,0
3482,368,4701,29828,1835,15450,80,1,0
3538,382,4934,29817,1820,15495,78,1,0
3673,421,5221,29778,1874,15538,74,1,0
3841,423,5531,29790,1768,15627,74,1,1
3909,343,5911,29812,1646,15567,72,1,0
3959,175,6721,29843,2181,15670,69,1,0
3727,33,9060,30002,2716,16313,71,1,1
3810,77,9871,29938,2360,15499,63,1,1
3921,88,10901,29917,1948,15261,70,1,1
4057,176,11163,29870,2210,15297,65,1,1
4118,254,11136,29903,2071,15191,72,1,1
4194,233,11678,29901,2146,15327,75,1,1
4320,258,12698,29902,2191,15438,77,1,0
4561,268,13707,29909,2153,15510,82,1,0
4670,271,14069,29889,2145,15532,81,1,1
4717,285,13833,29886,2158,15575,80,1,0
4805,279,13987,29873,2068,15747,80,1,0
4835,302,14316,29849,1940,15844,80,1,1
4809,532,14630,29801,1934,15967,89,1,1
4890,333,15248,29851,1877,16143,94,1,0
4893,279,15728,29885,1856,16275,94,1,1
4652,321,16006,29859,1839,16041,92,1,1
4583,354,15799,29871,1752,16071,93,1,1
4499,356,14984,29864,1730,16111,92,1,1
4415,375,14897,29864,1637,16165,92,1,0
4350,410,14571,29848,1655,16239,92,1,1
3438,7,4260,29921,2009,12298,58,1,0
3308,28,4296,29877,2185,15444,52,1,0
3367,122,4267,29859,1809,14915,61,1,1
3363,122,4320,29873,1792,15083,67,1,1
3409,150,4364,29875,1716,15221,74,1,1
3467,182,4411,29890,1695,15274,79,1,1
3545,207,4466,29885,1753,15263,79,1,1
3332,301,4586,29856,1748,15309,82,1,0
3397,293,4788,29871,1729,15361,85,1,0
3530,356,5013,29837,1853,15520,79,1,0
3689,336,5306,29846,1889,15593,80,1,0
3745,346,5662,29912,1853,15552,82,1,0
3647,335,6053,29754,2009,15330,62,1,1
3601,345,6617,29913,1757,15700,77,1,0
3801,53,8736,29924,2205,15360,64,1,1
3858,126,9541,29899,2072,15025,64,1,1
3927,151,10577,29876,1958,15064,66,1,0
4063,299,10829,29869,2055,15150,67,1,0
4056,210,11086,29914,2017,15223,75,1,0
4239,236,11691,29908,1998,15316,78,1,1
4332,226,12793,29884,2097,15467,78,1,1
4590,245,14157,29888,2100,15621,78,1,0
4755,267,14630,29890,1979,15647,79,1,1
4896,288,14058,29879,1986,15663,79,1,0
4925,318,14238,29856,1942,15679,79,1,1
4869,338,14750,29858,1859,15747,80,1,0
4823,377,15189,29867,1863,15985,83,1,1
4856,390,15586,29862,1744,16028,85,1,1
4563,379,15514,29856,1712,16024,88,1,1
4609,382,15348,29877,1735,16085,91,1,1
4554,348,15209,29884,1700,16109,93,1,1
4496,343,14346,29890,1673,16127,95,1,0
4432,339,13923,29874,1654,16176,95,1,1
4371,352,13903,29862,1614,16272,96,1,1
3274,29,4339,29875,2337,14468,48,1,1
3303,128,4335,29837,2037,14701,56,1,0
3293,128,4361,29846,1845,14866,62,1,1
3458,182,4407,29845,1757,15065,69,1,1
3403,187,4488,29881,1712,15126,75,1,0
3632,203,4515,29869,1759,15121,76,1,0
3439,299,4660,29846,1754,15158,78,1,1
3381,285,4858,29867,1671,15226,83,1,1
3488,346,5145,29848,1705,15486,81,1,1
3621,357,5400,29909,1698,15553,86,1,1
3747,268,5715,29927,1697,15462,85,1,0
3660,360,6008,29835,2038,15388,67,1,0
3669,329,6682,29925,1838,15695,76,1,0
3542,108,7354,29980,2072,15252,71,1,0
3762,97,8606,29907,2097,14789,64,1,0
3883,163,9580,29892,2036,14788,65,1,1
4087,192,10419,29904,2109,14953,66,1,0
4146,266,10704,29910,2152,14940,66,1,0
4130,189,11058,29913,2109,15133,75,1,1
4231,208,11694,29901,2019,15317,77,1,0
4450,243,12795,29886,1991,15486,77,1,1
4714,258,14254,29875,1931,15676,78,1,0
4875,257,15005,29878,1993,15696,80,1,1
4967,270,14304,29878,2039,15721,79,1,0
4966,354,14719,29867,1960,15838,78,1,0
4885,324,15405,29865,1979,15828,79,1,1
4903,335,15905,29868,1816,15949,84,1,0
4826,341,16071,29864,1858,15979,88,1,0
4722,369,15567,29869,1836,15993,89,1,0
4579,369,15202,29893,1793,16085,94,1,1
4526,326,15108,29897,1712,16119,94,1,0
4504,333,14415,29906,1654,16114,97,1,0
4433,327,13950,29890,1681,16153,97,1,1
4286,352,13346,29877,1605,16282,99,1,1
3283,124,4419,29848,2407,14771,50,1,0
3345,149,4422,29835,2193,14413,52,1,0
3371,178,4509,29854,2017,14564,62,1,1
3572,228,4627,29863,2015,14613,66,1,1
3623,215,4619,29877,1943,14690,70,1,1
3486,289,4791,29875,1940,14832,75,1,1
3338,283,5020,29880,1833,14923,77,1,1
3378,340,5320,29806,1794,15192,71,1,0
3547,275,5437,29882,1648,15255,78,1,1
3568,208,5701,29923,1624,15166,80,1,1
3651,276,6081,29946,1790,15235,75,1,1
3532,202,6526,29975,2024,15244,73,1,0
3635,49,7217,29958,2242,15051,65,1,1
3815,135,8609,29923,2228,14934,62,1,0
3888,171,9499,29916,2165,15033,65,1,1
4124,151,10362,29921,2095,15079,68,1,0
4094,178,10898,29917,2064,15047,68,1,0
4086,191,11242,29911,2008,15187,76,1,0
4154,201,11798,29920,2009,15373,78,1,0
4537,237,12740,29932,1843,15587,82,1,0
4849,272,14179,29887,2037,15638,77,1,0
5038,295,14938,29879,2124,15762,78,1,1
5137,305,14393,29904,1872,16013,82,1,0
5055,297,14931,29917,1876,16200,89,1,0
5047,312,16045,29899,2012,16131,84,1,1
4949,306,16899,29879,1918,16100,87,1,1
4762,328,16963,29912,1777,16084,94,1,1
4609,339,16214,29913,1814,16142,100,1,1
4651,331,15428,29918,1743,16248,108,1,1
4526,315,15283,29895,1787,16183,101,1,1
4496,307,14697,29908,1702,16166,106,1,0
4360,312,13806,29897,1646,16239,104,1,1
4311,335,13109,29886,1606,16354,104,1,0
3384,60,4461,29867,2754,14655,47,1,1
3368,100,4507,29847,2467,14369,49,1,1
3319,126,4625,29849,2134,14348,58,1,0
3391,138,4768,29856,2106,14414,62,1,0
3487,147,4697,29859,2083,14473,65,1,0
3452,177,4863,29868,1969,14716,70,1,0
3321,188,5152,29887,1943,14803,74,1,1
3305,255,5439,29867,1833,14889,71,1,0
3434,331,5582,29863,1823,14954,69,1,1
3587,175,5741,29885,1793,15064,71,1,0
3507,98,6061,29957,1841,15200,71,1,0
3545,88,6360,29989,1970,15079,70,1,0
3650,10,6979,29977,2315,15078,64,1,0
3918,94,8580,29950,2277,15217,61,1,1
4029,133,9612,29935,2150,15268,65,1,0
3967,187,10774,29912,2213,14956,66,1,0
3933,178,11183,29897,2144,14919,71,1,0
4003,194,11435,29896,2012,15194,77,1,0
4075,208,11971,29900,1875,15382,79,1,1
4416,211,12721,29878,2017,15556,78,1,1
5267,308,14328,29889,1920,15888,78,1,1
5107,272,14378,29844,1945,16064,82,1,0
5035,290,14516,29860,2015,15965,87,1,1
4888,294,15941,29874,2133,16005,87,1,0
4952,298,17316,29912,1734,16155,94,1,0
4747,297,17030,29940,1676,16134,103,1,1
4738,315,16139,29943,1662,16181,109,1,1
4685,319,15457,29930,1759,16429,110,1,1
4488,319,15123,29911,1759,16281,108,1,1
4441,317,14483,29934,1551,16320,116,1,0
4286,331,13658,29911,1633,16407,114,1,0
4249,336,13011,29910,1613,16447,116,1,0
2758,37,4474,29920,2837,12394,52,1,0
3626,70,4558,29882,2695,14472,49,1,1
3411,110,4634,29847,2415,14200,54,1,1
3475,122,4783,29840,2310,14192,55,1,0
3392,164,4775,29832,2239,14181,56,1,1
3339,185,5003,29846,2126,14534,63,1,0
3424,174,5290,29873,2041,14688,68,1,0
3468,164,5526,29890,2015,14694,68,1,0
3449,187,5568,29901,1972,14773,68,1,0
3690,186,5666,29922,1948,15097,68,1,1
3814,82,5900,29976,1932,14966,67,1,0
3582,23,6278,29979,2181,15126,64,1,1
